Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
PR-SNG-04 OF 2024-25,PR-SNG-04 OF 2024-25,Please refer Tender documents. ,NA ,"2,07,20,040",Civil Works - Roads,NA ,Tender,90.0,180.0,Sundargarh,770020.0,NA ,NA ,NA ,O/O The CCE RW Circle Sundargarh.,No ,No,CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-14 OF 2024-25,2024_CERWI_108824_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,CCE RW Circle Sundargarh.,O/O The CCE RW Circle Sundargarh.,"2,07,200",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"RC, PAN, GST ETC",1.0,ICICI BANK,10-Jan-2025 04:00 PM,27-Jan-2025 11:00 AM,10-Jan-2025 04:00 PM,25-Jan-2025 05:00 PM,10-Jan-2025 04:00 PM ,24-Jan-2025 05:00 PM ,10-Jan-2025 04:00 PM,25-Jan-2025 05:00 PM,04-Mar-2025 11:00 AM,AOC,CE RW I||RW-CIRCLE-SUNDARGARH,2024_CERWI_108824_4,RWCCESNG-14 OF 2024-25,PR-SNG-04 OF 2024-25,Technical,Total Six nos of bidder only.,Haripriya Pradhan,28-Jan-2025 01:15 PM,,K.C Khatua,Internal,,Kishore Chandra Khatua,19-Mar-2025 06:22 PM,finsummary_525128.pdf (404.14 KB),1.0,2775493.0,Kunja Bihari Sahu,INR,"17,614,105.84",1,2774615,JK CONSTRUCTION,24-Jan-2025 07:01 PM,Rejected-Technical,Wrong affidavit submitted by the tenderer in favour of the Superintending Engineer R and B Division sundargarh instead of CCE RW Circle Sundargarh,01-Mar-2025 12:12 PM,02-Aug-2025,"INR 20,720,039.81",180.0,Binata Kishan,02-Aug-2025 01:26 PM,2611.pdf (249.00 KB),K.C.Khatua,Internal,,Kishore Chandra Khatua,01-Mar-2025 12:12 PM,04-Mar-2025 11:00 AM,techsummary_525128.pdf (538.11 KB),Finance,Five nos. of bidder only,Haripriya Pradhan,04-Mar-2025 04:50 PM,finance_525128.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinaries, turnover ond other documents as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2775493,Kunja Bihari Sahu,25-Jan-2025 01:11 PM,Accepted-AOC,Successful bidder by lottery,02-Aug-2025 01:29 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2765012,M/s ANUP ROY,23-Jan-2025 02:00 AM,Rejected-Finance,Not Qualified,19-Mar-2025 06:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2756934,M/s Roy Construction Group,22-Jan-2025 07:28 PM,Rejected-Finance,Not Qualified,19-Mar-2025 06:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2758621,PADMANAV PUROHIT,17-Jan-2025 11:46 AM,Rejected-Finance,Not Qualified,19-Mar-2025 06:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2768670,SUDHIR KUMAR SAIDEO,22-Jan-2025 06:09 PM,Rejected-Finance,Not Qualified,19-Mar-2025 06:22 PM,,,,,,,,,,,,,,,,,,,,AOC
