S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo.7/2025-26,2025_ORULB_113116_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Bitumen road from the Entrance of Gandarpur NH-55 to Sri Rabi Narayan Nanda residence in Ward No.47.,Construction of Bitumen road from the Entrance of Gandarpur NH-55 to Sri Rabi Narayan Nanda residence in Ward No.47.,Please refer Tender documents. ,NA ,"10,70,090",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,08-May-2025 05:30 PM,23-May-2025 10:00 AM,08-May-2025 05:30 PM,20-May-2025 05:00 PM,NA ,NA ,08-May-2025 05:30 PM,20-May-2025 05:00 PM,"10,800",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",AOC,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_113116_7,MC(CMC)CTC_Div-IIINo.7/2025-26,Construction of Bitumen road from the Entrance of Gandarpur NH-55 to Sri Rabi Narayan Nanda residence in Ward No.47.,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,25-Aug-2025 03:15 PM,finsummary_538954.pdf (415.34 KB),Finance,Three bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,26-May-2025 03:34 PM,finance_538954.pdf,BOQ Comparative Chart,1.0,2926453.0,MANAS KUMAR BEHERA (S.C.),INR,"909,683.31",25-Aug-2025,"INR 909,683.31",60.0,Antarjyamee Patra,25-Aug-2025 03:18 PM,1394.pdf (635.00 KB),WO,1,2926453,MANAS KUMAR BEHERA (S.C.),20-May-2025 04:36 PM,Accepted-AOC,Accepted,25-Aug-2025 03:18 PM,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,25-Aug-2025 03:13 PM,techsummary_538954.pdf (415.34 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2926472,PRASANT KUMAR JETHY,20-May-2025 04:47 PM,Rejected-AOC,Rejected,25-Aug-2025 03:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2922203,Smt. Sonali Priyadarsini Singh,19-May-2025 03:30 PM,Rejected-AOC,Rejected,25-Aug-2025 03:18 PM,,,,,,,AOC
