S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,14-Dec-2024 03:30 PM,24-Dec-2024 11:00 AM,14-Dec-2024 03:30 PM,23-Dec-2024 05:00 PM,14-Dec-2024 03:30 PM ,20-Dec-2024 05:00 PM ,14-Dec-2024 03:30 PM,23-Dec-2024 05:00 PM,Superintending Engineer,SE R and B Division No-II Rayagada,"37,700",Yes,fixed,,Nil,Nil,Construction of Kitchen Cum-Dining Hall for OAV at Vallery in the District of Rayagada,Building work,Please refer Tender documents. ,NA ,"37,64,966",Civil Works - Buildings,NA ,Tender,90.0,90.0,Rayagada,765017.0,NA ,NA ,NA ,SE R and B Division No-II,No ,No,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC R and B RGD No-II- 08/24-25,2024_EICCL_108313_7,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"cost of tender paper, EMD,PAN GSTIN,GSTRC,Affidavit,Regd Certificate,labour license,other document",AOC,SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,13-Aug-2025 04:40 PM,finsummary_520628.pdf (520.52 KB),EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2024_EICCL_108313_7,RC R and B RGD No-II- 08/24-25,Construction of Kitchen Cum-Dining Hall for OAV at Vallery in the District of Rayagada,1.0,2701982.0,SANKARSAN GOUDA,INR,"3,200,597.44",Finance,Tender Opened,Durga Madhaba Padhi,13-Aug-2025 04:22 PM,finance_520628.pdf,BOQ Comparative Chart,1,2708567,HRUSIKESH MOHAPATRA,23-Dec-2024 04:38 PM,Rejected-AOC,First Lowest,13-Aug-2025 04:53 PM,13-Aug-2025,"INR 3,200,597.44",90.0,Durga Madhaba Padhi,13-Aug-2025 04:53 PM,WO_V.pdf (557.00 KB),"Work is awarded to Sri Sankarsan Gouda through transparent lottery system.vid work order No.521 Dt.21.1.2025 of R and B Division-II,Rayagada",SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,13-Aug-2025 04:31 PM,techsummary_520628.pdf (520.52 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,2,2701465,ITISHREE JENA,18-Dec-2024 10:53 AM,Rejected-AOC,First Lowest,13-Aug-2025 04:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2706305,JYOTIRMAY PANDA,21-Dec-2024 06:42 PM,Rejected-AOC,Second Lowest,13-Aug-2025 04:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2708632,KRUSHNA CHANDRA PRUSTY,23-Dec-2024 04:59 PM,Rejected-AOC,First Lowest,13-Aug-2025 04:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2707841,LAL BIHARI LENKA,23-Dec-2024 01:14 PM,Rejected-AOC,First Lowest,13-Aug-2025 04:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2706232,P MUTTI RAJU,21-Dec-2024 06:04 PM,Rejected-AOC,First Lowest,13-Aug-2025 04:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2701982,SANKARSAN GOUDA,18-Dec-2024 11:56 AM,Accepted-AOC,First Lowest,13-Aug-2025 04:53 PM,,,,,,,,,,,,,,AOC
