Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,04/OPHWC/2025-26,2025_OSPHW_114167_21,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,04-Jun-2025 04:00 PM,20-Jun-2025 10:30 AM,04-Jun-2025 04:00 PM,19-Jun-2025 05:00 PM,NA ,NA ,04-Jun-2025 04:00 PM,19-Jun-2025 05:00 PM,09-Jul-2025 10:30 AM,"81,600",Yes,fixed,,Nil,Nil,Constn. of Extension of Odia Deptt. and Constn. of Toilet at Sambalpur University,Building Work,Please refer Tender documents. ,NA ,"81,56,713",Civil Works - Buildings,NA ,Tender,90.0,180.0,Sambalpur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","11,800",0.0,Nil,Nil,No,AOC,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Srikanta Samal,13-Aug-2025 03:48 PM,finsummary_542166.pdf (385.68 KB),Technical,TWO BIDDER HAVE PARTCIPATED,Bikram Keshari Malla,21-Jun-2025 12:54 PM,,AS PER TC MINUTES,Internal,AS PER TC MINUTES,BIBHUTI BHUSHAN NAIK,08-Jul-2025 06:53 PM,09-Jul-2025 10:30 AM,techsummary_542166.pdf (318.46 KB),Finance,financial bid opened,Bikram Keshari Malla,09-Jul-2025 12:32 PM,,BOQ Comparative Chart,1.0,2973162.0,GHANSHYAM DAS MURARKA,19-Jun-2025 11:14 AM,Accepted-AOC,QUALIFIED BIDDER,13-Aug-2025 03:51 PM,1.0,2973162.0,GHANSHYAM DAS MURARKA,INR,"7,341,857.07",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_114167_21,04/OPHWC/2025-26,Constn. of Extension of Odia Deptt. and Constn. of Toilet at Sambalpur University,13-Aug-2025,"INR 7,341,857.07",180.0,Srikanta Samal,13-Aug-2025 03:51 PM,WORKJHUY.pdf (533.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 06.08.2025,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2973735.0,UDAYA KUMAR SWAIN,19-Jun-2025 03:29 PM,Rejected-Finance,DUE TO L1 BIDDER BUT LOWEST TURNOVER,13-Aug-2025 03:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
