Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,2798829,HITESH AGRAWAL,05-Feb-2025 02:27 PM,Rejected-Technical,Undertaking for Installation of Hotmix Plant within 60 km not furnished,12-Mar-2025 08:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,2795471,JAI BAJRANGBALI INFRA,03-Feb-2025 06:59 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,2795363,JAY PRAKASH SHARMA,04-Feb-2025 07:46 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,2793930,KAMALA AGRAWAL,03-Feb-2025 01:57 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,15,2794121,Kunja Bihari Sahu,04-Feb-2025 11:39 AM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,16,2798694,LALAN PRASAD GUPTA,05-Feb-2025 01:15 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,17,2798014,Laxmi Chand Mittal,05-Feb-2025 12:48 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,18,2798280,MAHESH CHOUDHURY,05-Feb-2025 11:19 AM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,19,2798758,Mahesh Kumar Agrawal,05-Feb-2025 01:22 PM,Rejected-Technical,Insufficient Work Experience,12-Mar-2025 08:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,20,2797497,Manoj Kumar Agrawal,05-Feb-2025 12:09 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,21,2795859,m/s Anand Kumar Agrawal,03-Feb-2025 10:19 PM,Rejected-Technical,Undertaking for Installation of Hotmix Plant within 60 km not furnished,12-Mar-2025 08:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,22,2791532,"M/s Arnav Construction, Prop.Dibya Kishor Padhi",31-Jan-2025 07:12 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,23,2798370,M/S G R Construction,05-Feb-2025 12:30 PM,Rejected-Technical,Undertaking for Installation of Hotmix Plant within 60 km not furnished,12-Mar-2025 08:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,24,2798564,M/S HEMANTA AGRAWAL AND CO,05-Feb-2025 12:54 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,25,2795341,M/S HEMANTA KUMAR SHARMA,04-Feb-2025 07:13 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,26,2795801,M/S JAGADISH PRASAD AGRAWAL,03-Feb-2025 09:09 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,27,2798122,M/S RAMESH KUMAR AGRAWAL,05-Feb-2025 09:48 AM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,28,2798199,M/S S R CONSTRUCTIONS,05-Feb-2025 11:23 AM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,29,2793863,M/S SRI OMI INFRA,02-Feb-2025 05:20 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,30,2784088,MUKESH KUMAR AGRAWAL,03-Feb-2025 09:46 AM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,31,2798623,Nikhil Agrawal,05-Feb-2025 01:05 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,32,2799235,NILESH KUMAR AGRAWAL,05-Feb-2025 04:17 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,33,2798053,NITESH KUMAR JAIN,05-Feb-2025 09:02 AM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,34,2797520,OM CONSTRUCTIONS,04-Feb-2025 07:50 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,35,2798047,PRADEEP KUMAR HOTA,05-Feb-2025 01:17 PM,Rejected-Technical,Insufficient Work Experience,12-Mar-2025 08:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,36,2797651,Prem Chand Jain,04-Feb-2025 10:01 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,37,2796606,PRITAM KUMAR PATRA,04-Feb-2025 01:25 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,38,2797989,PRIYANKA AGRAWAL,05-Feb-2025 12:05 PM,Rejected-Technical,Undertaking for Installation of Hotmix Plant within 60 km not furnished,12-Mar-2025 08:22 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,39,2794096,Raghunandan Agrawal,04-Feb-2025 09:47 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,40,2798905,RAJESH KUMAR MAHANA,05-Feb-2025 02:03 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,41,2797416,RAM KUMAR SAHU,05-Feb-2025 11:14 AM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,42,2782552,Rekha Singhal,28-Jan-2025 08:24 AM,Accepted-AOC,Unsuccess in lottery system,07-Aug-2025 11:27 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,43,2796703,SANJAYA KUMAR AGRAWAL,04-Feb-2025 04:45 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,44,2799120,SHASHIRAM MANGARAJ,05-Feb-2025 03:35 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,45,2796424,SHREE BISWAKARMA INFRA,04-Feb-2025 06:48 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,46,2798252,SHREE GANESHJEE CONSTRUCTION,05-Feb-2025 11:42 AM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,47,2793672,SOBIKA AGRAWAL,04-Feb-2025 08:11 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,48,2795734,SOURAV AGRAWAL,03-Feb-2025 09:28 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,49,2798702,SUBASISH ACHARYA,05-Feb-2025 01:05 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,50,2798618,Tulsi Ram Agrawal,05-Feb-2025 02:12 PM,Rejected-Finance,Unsuccess in lottery system,07-Aug-2025 11:18 AM,,,,,,,,,,,,,,,,,,,,,AOC
