Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Gulmaki Dalawzi,Internal,Details attached below,TAPASA KUMAR SAMAL,12-Aug-2025 12:28 PM,techsummary_536548.pdf (240.58 KB),Finance,ok,TAPASA KUMAR SAMAL,03-May-2025 10:15 AM,,BOQ Comparative Chart,12-Aug-2025,"INR 1,172,361",90.0,TAPASA KUMAR SAMAL,12-Aug-2025 12:34 PM,145.pdf (1120.00 KB),work order issued,Gulmaki Dalawzi,Internal,Details attached below,TAPASA KUMAR SAMAL,12-Aug-2025 12:31 PM,finsummary_536548.pdf (240.58 KB),1.0,2895178.0,SADHABANI MALIK(S.C),INR,"1,172,361",1,2895071,KAILASH CHANDRA PANDUA(S.C),26-Apr-2025 11:05 AM,Rejected-AOC,Quoted second lowest,12-Aug-2025 12:34 PM,Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_145,BM-BDK-01-2025-26,Construction of Drain wall Raise and Paver Road from Radhakanta Temple towards Mahadev Nayak House via Biswanath Kar House towards Birendra Panda house at ward No-15,AOC,Construction of Drain wall Raise and Paver Road from Radhakanta Temple towards Mahadev Nayak House via Biswanath Kar House towards Birendra Panda house at ward No-15,Construction of Drain wall Raise and Paver Road from Radhakanta Temple towards Mahadev Nayak House via Biswanath Kar House towards Birendra Panda house at ward No-15,Please refer Tender documents. ,NA ,"12,86,612",Civil Works - Others,NA ,Tender,90.0,90.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality",1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC","6,000",0.0,Nil,Nil,No,Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_145,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,"12,900",Yes,fixed,,Nil,Nil,1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2895178,SADHABANI MALIK(S.C),25-Apr-2025 07:57 PM,Accepted-AOC,Quoted first lowest,12-Aug-2025 12:34 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
