Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
600.0,0.0,Nil,Nil,No,"1,700",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,Online AGL-08,2024_CERWI_107814_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,R.W. Sub Division Office at Pallahara,R.W. Sub Division Office at Pallahara,Please refer Tender documents. ,NA ,"1,68,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Angul,759143.0,NA ,NA ,NA ,"O/O Executive Engineer, R.W. Division, Angul",No ,No,1.0,ICICI BANK,03-Dec-2024 02:45 PM,10-Dec-2024 11:00 AM,03-Dec-2024 02:45 PM,09-Dec-2024 05:00 PM,03-Dec-2024 02:45 PM ,06-Dec-2024 01:00 PM ,03-Dec-2024 02:45 PM,09-Dec-2024 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GST PAN RC Affidavit regarding correctness No relation certificate,"Executive Engineer, R.W. Division, Angul","Executive Engineer, R.W. Division, Angul",AOC,EE,Internal,EST DAO,Raju Dhaunlia,10-Aug-2025 04:37 PM,techsummary_519063.pdf (29.41 KB),EE,Internal,DAO Est,Raju Dhaunlia,10-Aug-2025 04:48 PM,finsummary_519063.pdf (199.17 KB),Finance,14 Bid found,Raju Dhaunlia,10-Aug-2025 04:35 PM,finance_519063.pdf,BOQ Comparative Chart,1.0,2690323.0,ARCHANA PRADHAN,INR,"168,462",CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,2024_CERWI_107814_24,Online AGL-08,R.W. Sub Division Office at Pallahara,1,2689239,Ajit Kumar Sahoo,09-Dec-2024 07:59 AM,Rejected-Finance,Not won,10-Aug-2025 04:48 PM,13-Aug-2025,"INR 168,462",60.0,Ashok Kumar Mishra,13-Aug-2025 12:42 PM,Pall140.pdf (460.00 KB),140P-I,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,Other documents as per DTCN,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2690323,ARCHANA PRADHAN,09-Dec-2024 03:46 PM,Accepted-AOC,ok,13-Aug-2025 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2684718,BIBHUTI PRADHAN,09-Dec-2024 07:21 AM,Rejected-Finance,Not won,10-Aug-2025 04:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2688663,CHITRASEN BISWAL,08-Dec-2024 05:19 PM,Rejected-Finance,Not won,10-Aug-2025 04:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2688336,DEVENDRA KUMAR AGARWALLA,09-Dec-2024 10:47 AM,Rejected-Finance,Not won,10-Aug-2025 04:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2681179,Dharmendra Kumar Sahoo,08-Dec-2024 09:04 PM,Rejected-Finance,Not won,10-Aug-2025 04:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2690432,HILLOL KUMAR JENA,09-Dec-2024 04:20 PM,Rejected-Finance,Not won,10-Aug-2025 04:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2686893,PADMA LOCHAN SAHOO,07-Dec-2024 06:57 PM,Rejected-Finance,Not won,10-Aug-2025 04:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2688865,SAROJINI PRUSTY,08-Dec-2024 08:41 PM,Rejected-Finance,Not won,10-Aug-2025 04:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2688913,SHANKAR PRADHAN,08-Dec-2024 08:25 PM,Rejected-Finance,Not won,10-Aug-2025 04:48 PM,,,,,,,,AOC
