S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Balasore Municipality,BM_07_2024_25,2025_ORULB_111842_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Mar-2025 01:00 PM,08-Apr-2025 11:00 AM,24-Mar-2025 01:00 PM,07-Apr-2025 05:00 PM,NA ,NA ,24-Mar-2025 01:00 PM,07-Apr-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,Executive Officer,Balasore Municipality,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Const. of Paver Block Road from raghunath Mohapatra res to jena Sir Res via Basanta Sahu Res , Mansingh Bazar in Ward No_05","Const. of Paver Block Road from raghunath Mohapatra res to jena Sir Res via Basanta Sahu Res , Mansingh Bazar in Ward No_05",Please refer Tender documents. ,NA ,"9,12,640",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,"9,126",Yes,percentage,1.0%,Nil,Nil,AOC,EO ME CP AE AEE,Internal,,Pranabananda Sahu,18-Aug-2025 12:33 PM,finsummary_534003.pdf (473.43 KB),EO ME CP AE AEE,Internal,,Pranabananda Sahu,18-Aug-2025 12:32 PM,techsummary_534003.pdf (473.43 KB),18-Aug-2025,"INR 912,640",60.0,Pranabananda Sahu,18-Aug-2025 12:35 PM,WO0719.pdf (503.00 KB),1,2875874,BALARAJ MALLIK,07-Apr-2025 02:05 PM,Rejected-Technical,L2,18-Aug-2025 12:32 PM,Municipal Bodies||Balasore Municipality,2025_ORULB_111842_19,BM_07_2024_25,"Const. of Paver Block Road from raghunath Mohapatra res to jena Sir Res via Basanta Sahu Res , Mansingh Bazar in Ward No_05",1.0,2877327.0,BHABANI SHANKAR MOHAPATRA,INR,"775,835.26",Finance,Tender opened successfully,Pradeep Kumar Nayak,08-Apr-2025 12:35 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2877327,BHABANI SHANKAR MOHAPATRA,06-Apr-2025 03:36 PM,Accepted-AOC,WO,18-Aug-2025 12:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2875838,SRIDHARA RANA,04-Apr-2025 01:35 PM,Rejected-Technical,L3,18-Aug-2025 12:32 PM,,,,,,,,,,,,,,,,AOC
