Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",28-Mar-2025 03:00 PM,11-Apr-2025 11:00 AM,28-Mar-2025 03:00 PM,08-Apr-2025 05:00 PM,28-Mar-2025 03:00 PM ,08-Apr-2025 05:00 PM ,28-Mar-2025 03:00 PM,08-Apr-2025 05:00 PM,"16,900",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,Installation of Decorative Lights in Smart Foot Path from TPCODL Office near Dr. Bina Singh Res. to Plot No. 1072 and Plot No. 806 at Mahanadi Vihar in Ward No. 47,Installation of Decorative Lights in Smart Foot Path from TPCODL Office near Dr. Bina Singh Res. to Plot No. 1072 and Plot No. 806 at Mahanadi Vihar in Ward No. 47,Please refer Tender documents. ,NA ,"16,88,900",Electrical Works,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_EL_No.11/2024-25,2025_ORULB_111916_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive Engineer-CD-III,"At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",AOC,12-Aug-2025,"INR 1,694,149",60.0,Subas Chandra Sahoo,12-Aug-2025 05:44 PM,8773power.pdf (391.00 KB),Work Order,1,2878286,CASTOL ENTERPRISES,07-Apr-2025 05:54 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,12-Aug-2025 05:33 PM,techsummary_534738.pdf (426.05 KB),Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,12-Aug-2025 05:39 PM,finsummary_534738.pdf (390.96 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_111916_2,MC(CMC)CTC_EL_No.11/2024-25,Installation of Decorative Lights in Smart Foot Path from TPCODL Office near Dr. Bina Singh Res. to Plot No. 1072 and Plot No. 806 at Mahanadi Vihar in Ward No. 47,1.0,2878907.0,POWERPOINT SOLUTIONS,INR,"1,694,149",Finance,Nineteen bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified,Sanjukta Sa,31-May-2025 07:48 PM,finance_534738.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,2,2878056,ECO ELECTRIC POWER SOLUTIONS,08-Apr-2025 12:25 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2876910,EDITION INTERNATIONAL,05-Apr-2025 05:58 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2878260,GLOBAL ENERGY,08-Apr-2025 03:05 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2877215,GREEN INNOVATIVE POWER PRIVATE LIMITED,06-Apr-2025 03:05 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2879135,HARA PRASAD NAYAK,08-Apr-2025 04:24 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2876952,JUPITER ENGINEERS,05-Apr-2025 07:18 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2878979,MARUTI CONSTRUCTIONS,08-Apr-2025 02:06 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2879084,M/s. EASTERN ENGINEERING,08-Apr-2025 04:17 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2878808,M/S JANAKI ENGINEERING,08-Apr-2025 12:19 PM,Rejected-AOC,Rejected,12-Aug-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
