S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,2559796,BANSHIDHAR JENA,25-Sep-2024 02:13 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,25-Nov-2024 04:36 PM,21-Aug-2025,"INR 3,086,779",90.0,Khagendra Barik,21-Aug-2025 01:19 PM,PHULMUNDA.pdf (1049.00 KB),L1 BIDDER HAS RESPOND,Finance,bid has opened,Khagendra Barik,30-Sep-2024 11:50 AM,finance_506518.pdf,BOQ Comparative Chart,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,25-Nov-2024 04:36 PM,finsummary_506518.pdf (1923.36 KB),ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,25-Nov-2024 04:25 PM,techsummary_506518.pdf (1923.36 KB),1.0,2558658.0,MANOJ KUMAR PRADHANI,INR,"2,624,071",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2024_RWSS_104780_2,BID No 04 OF 2024 - 25,Construction of 6.00 mtr ID Percolation well for RPWS to village Phulmunda under Patnagarh BLock,AOC,"30,868",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Construction of 6.00 mtr ID Percolation well for RPWS to village Phulmunda under Patnagarh BLock,Construction of 6.00 mtr ID Percolation well for RPWS to village Phulmunda under Patnagarh BLock,Please refer DTCN ,NA ,"30,86,779",Civil Works - Water Works,WATER SUPPLY ,Tender,90.0,90.0,Village Phulmunda under Patnagarh Block,767025.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID No 04 OF 2024 - 25,2024_RWSS_104780_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender paper cost EMD GST PAN Contractor Registration certificate Experience Certificate etc,11-Sep-2024 03:00 PM,26-Sep-2024 11:00 AM,11-Sep-2024 03:00 PM,25-Sep-2024 05:00 PM,NA ,NA ,11-Sep-2024 03:00 PM,25-Sep-2024 05:00 PM,Executive Engineer,Executive Engineer RWSS Division Balangir,"6,000",0.0,Nil,Nil,Yes,AOC
2,2559678,BIMAL KUMAR JAIN,25-Sep-2024 12:19 PM,Rejected-Technical,AS PER DTCN,25-Nov-2024 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,AOC
3,2559948,BINOD KUMAR MEHER,25-Sep-2024 03:54 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,25-Nov-2024 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,AOC
4,2558127,chaurasi suna,23-Sep-2024 08:29 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,25-Nov-2024 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2559944,chhabalilal panika,25-Sep-2024 03:15 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,25-Nov-2024 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2554454,KAMALINI BEHERA,24-Sep-2024 05:45 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,25-Nov-2024 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2554907,KAMINI NANDA,24-Sep-2024 05:15 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,25-Nov-2024 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2556216,MADHUSUDAN BARIHA,24-Sep-2024 06:18 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,21-Aug-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2558658,MANOJ KUMAR PRADHANI,24-Sep-2024 12:26 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,21-Aug-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2558881,MITHUN KUMBHAR,24-Sep-2024 01:53 PM,Rejected-Finance,AFTER TRANSPARENT LOTTERY,25-Nov-2024 04:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
