Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,"7,080",0.0,Nil,Nil,Yes,"23,545",Yes,percentage,1.0%,Nil,Nil,Executive Engineer,EE LI DIVISION BHUBANESWAR,07-Apr-2025 10:00 AM,17-Apr-2025 11:00 AM,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,07-Apr-2025 10:00 AM ,15-Apr-2025 05:00 PM ,07-Apr-2025 10:00 AM,16-Apr-2025 05:00 PM,REVIVAL AND RE-ENERGISATION OF NAGAN-II BASANTAPADA AND II AND NARANPUR-II LIP UNDER DELANGA BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF NAGAN-II BASANTAPADA AND II AND NARANPUR-II LIP UNDER DELANGA BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Please refer Tender Documents ,NA ,"23,54,491",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,DELANGA,752001.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,1.0,ICICI BANK,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-740/2024-25 DT.02.04.2025,2025_OLIC_112212_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_112212_7,BID NO-740/2024-25 DT.02.04.2025,REVIVAL AND RE-ENERGISATION OF NAGAN-II BASANTAPADA AND II AND NARANPUR-II LIP UNDER DELANGA BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,1.0,2882803.0,M/S. M.C.C. ASSOCIATES,INR,"2,237,002",Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-May-2025 01:24 PM,techsummary_535395.pdf (1344.64 KB),Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,19-Aug-2025 12:52 PM,finsummary_535395.pdf (1344.64 KB),Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,17-Apr-2025 01:54 PM,finance_535395.pdf,BOQ Comparative Chart,19-Aug-2025,"INR 2,237,002",90.0,SUJIT KUMAR MOHANTY,19-Aug-2025 12:55 PM,Nagan.pdf (1345.00 KB),WORK ORDER AND AGREEMENT COMPLETED,1,2884201,AGRAWALLA POWER INFRASTRUCTURE,16-Apr-2025 09:28 AM,Rejected-Technical,Rejected,19-May-2025 01:24 PM,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2885461,GITANJALI SARANGI PROPRIETOR- GITANJALI ENTERPRISES,16-Apr-2025 12:28 PM,Rejected-Technical,Rejected,19-May-2025 01:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2886117,MAA DRAUPADI ENTERPRISES PROP. PRIYAJEET BISWAL,16-Apr-2025 02:53 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2885007,MADAN MOHAN BASTIA,15-Apr-2025 04:05 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2885226,MODERN WINDING AND ELECTRICALS,15-Apr-2025 07:16 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2885865,M/S DILIP KUMAR SAHOO,16-Apr-2025 12:47 PM,Rejected-Technical,Rejected,19-May-2025 01:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2882803,M/S. M.C.C. ASSOCIATES,12-Apr-2025 05:08 PM,Accepted-AOC,WORK ORDER AND AGREEMENT COMPLETED,19-Aug-2025 12:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2885809,M/S SHREELAXMI ENTERPRISERS,16-Apr-2025 12:32 PM,Rejected-Finance,REJECTED,19-Aug-2025 12:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2885764,N CHHATOI GULSON NANDA,16-Apr-2025 01:23 PM,Rejected-Technical,Rejected,19-May-2025 01:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2884228,PRADEEP KUMAR AGRAWALLA,16-Apr-2025 01:29 PM,Rejected-Technical,Rejected,19-May-2025 01:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2885936,PRAKASH CHANDRA BARIK,16-Apr-2025 01:17 PM,Rejected-Technical,Rejected,19-May-2025 01:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2885043,PRAKASH CHANDRA DASH,15-Apr-2025 04:11 PM,Rejected-Technical,Rejected,19-May-2025 01:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2885450,RAJIBA LOCHAN BEHERA,16-Apr-2025 03:20 AM,Rejected-Technical,Rejected,19-May-2025 01:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2886339,SUBHASHREE SWAIN,16-Apr-2025 04:23 PM,Rejected-Technical,Rejected,19-May-2025 01:24 PM,AOC
