S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
1.0,ICICI BANK,CCE Khordha RandB Circle Khordha,O/o the Chief Construction Engineer Khordha R and B Circle Khordha,29-Mar-2025 12:00 PM,11-Apr-2025 11:30 AM,29-Mar-2025 12:00 PM,10-Apr-2025 05:00 PM,NA ,NA ,29-Mar-2025 12:00 PM,10-Apr-2025 05:00 PM,12-Jun-2025 12:30 PM,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy Tender cost, EMD , GSTIN, PAN, Contractor RC and Affidavit",EIC-CIVIL||SERNB-CIRCLE-KHURDA,28 of 2024-25,2025_EICCL_112087_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Construction of 2 Nos D Type (Twin type) PWD Staff Quarter at Khordha for the year 2024-25.,Construction of 2 Nos D Type (Twin type) PWD Staff Quarter at Khordha for the year 2024-25.,Please refer Tender documents. ,NA ,"1,18,62,097",Civil Works - Buildings,NA ,Tender,90.0,180.0,Khordha,752055.0,NA ,NA ,NA ,O/O CCE Khordha RandB Circle Khordha,No ,No,"1,19,000",Yes,fixed,,Nil,Nil,AOC,cce,Internal,pa.,Rama Chandra Sethi,04-Aug-2025 06:13 PM,finsummary_534860.pdf (427.18 KB),Technical,open,Nibesh Chandra Majhi,10-Jun-2025 03:59 PM,,EIC-CIVIL||SERNB-CIRCLE-KHURDA,2025_EICCL_112087_2,28 of 2024-25,Construction of 2 Nos D Type (Twin type) PWD Staff Quarter at Khordha for the year 2024-25.,1.0,2880400.0,ARUN KUMAR BEHERA,INR,"10,083,969",04-Aug-2025,"INR 10,083,969",180.0,Rama Chandra Sethi,04-Aug-2025 06:17 PM,Ahgreement.pdf (3792.00 KB),1,2880409,AJIT KUMAR RANJIT,10-Apr-2025 11:13 AM,Rejected-Finance,Other than Lottery bidder,04-Aug-2025 06:13 PM,Finance,open,Rama Chandra Sethi,12-Jun-2025 03:10 PM,,BOQ Comparative Chart,cce,Internal,"pa,dao,se",Nibesh Chandra Majhi,10-Jun-2025 04:30 PM,12-Jun-2025 12:30 PM,techsummary_534860.pdf (1244.03 KB),1.0,revocation,Revoked,10-Jun-2025 03:35 PM,IMG_0001.pdf ,255.94,Technical Opening,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2880400,ARUN KUMAR BEHERA,10-Apr-2025 11:13 AM,Accepted-AOC,Agreement done,04-Aug-2025 06:17 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2879229,BASANT SWAIN,09-Apr-2025 11:17 PM,Rejected-Finance,Other than Lottery bidder,04-Aug-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2880977,Bijaya Ketan Pal,10-Apr-2025 04:36 PM,Rejected-Finance,Other than Lottery bidder,04-Aug-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2881016,BISWOJIT MALLA,10-Apr-2025 04:56 PM,Rejected-Finance,Other than Lottery bidder,04-Aug-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2881012,BISWOJIT PATTANAIK,10-Apr-2025 04:56 PM,Rejected-Technical,Disqualified,10-Jun-2025 04:30 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2873841,CHITARANJAN MOHANTY,03-Apr-2025 04:27 PM,Rejected-Finance,Other than Lottery bidder,04-Aug-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2880241,Debabra Patra,10-Apr-2025 12:25 PM,Rejected-Finance,Other than Lottery bidder,04-Aug-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2880154,DIBAKAR MARTHA,09-Apr-2025 08:57 PM,Rejected-Finance,Other than Lottery bidder,04-Aug-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2877516,DIBYARANJAN BHANJA,06-Apr-2025 09:45 PM,Rejected-Finance,Other than Lottery bidder,04-Aug-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
