Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
11-Apr-2025 03:30 PM,22-Apr-2025 11:00 AM,11-Apr-2025 03:30 PM,21-Apr-2025 05:00 PM,NA ,NA ,11-Apr-2025 03:30 PM,21-Apr-2025 05:00 PM,Superintending Engineer Angul R and B Division,O/O the Superintending Engineer Angul RB Division,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid Cost and EMD online, GSTIN, PAN, RC, Affidavit, and Other documents as per DTCN.","Construction of drainage system at back side of ITI campus, Govt. ITI, Talcher for the year 2024-25.","Construction of drainage system at back side of ITI campus, Govt. ITI, Talcher for the year 2024-25.",Please refer Tender documents. ,NA ,"26,71,788",Civil Works - Buildings,NA ,Tender,90.0,60.0,ANGUL,759122.0,NA ,NA ,NA ,O/O the Superintending Engineer Angul RB Division,No ,No,"26,800",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,SE (R and B) Angul-01/ 2025-26,2025_EICCL_112439_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,04-Jul-2025 04:05 PM,techsummary_536266.pdf (1177.86 KB),PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,07-Aug-2025 01:10 PM,finsummary_536266.pdf (474.27 KB),Finance,The validity of the tender is subject to the result of detail scrutiny of documents submitted by the bidder online.,Kapilendra Behera,25-May-2025 01:03 PM,finance_536266.pdf,BOQ Comparative Chart,1,2888230,5SOUMYA RANJAN KAR,18-Apr-2025 06:43 PM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,1.0,2890499.0,RANJITA BHOI,INR,"2,271,287",EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,2025_EICCL_112439_10,SE (R and B) Angul-01/ 2025-26,"Construction of drainage system at back side of ITI campus, Govt. ITI, Talcher for the year 2024-25.",07-Aug-2025,"INR 2,271,287",60.0,Pratap Kumar Haripal,07-Aug-2025 04:10 PM,WO.pdf (1041.00 KB),Agreement No. 295 P1 of 2025-26 (Contract value excluding GST) Date of Commencement- 21.07.2025 Date of Completion- 20.09.2025,AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2889548,AJIT PRASAD DWIVEDY,21-Apr-2025 08:34 AM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2889062,ASHANTA KUMAR DEBATA,19-Apr-2025 07:07 PM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2888674,BHAGABAN NAIK,19-Apr-2025 12:38 PM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2890205,BIJAY KUMAR BEHERA,21-Apr-2025 01:49 PM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2886600,BINAYA KUMAR DAS,16-Apr-2025 07:20 PM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2888343,DILIP KUMAR ROUT,19-Apr-2025 08:25 PM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2887653,GANESWAR SETHI,17-Apr-2025 09:11 PM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2889083,JITENDRA SAMAL,19-Apr-2025 07:13 PM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2885893,MAADURGA CONSTRUCTION,16-Apr-2025 01:04 PM,Rejected-AOC,Lottery looser,07-Aug-2025 04:10 PM,,,,,,,,,,,,,,,,,AOC
