EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"38,453",Yes,percentage,1.0%,Nil,Nil,1.0,1st Corrigendum,Other,,"6,000",0.0,Nil,Nil,No,19-Jun-2025 10:00 AM,01-Jul-2025 11:00 AM,19-Jun-2025 10:00 AM,30-Jun-2025 05:00 PM,19-Jun-2025 10:00 AM ,29-Jun-2025 05:00 PM ,19-Jun-2025 10:00 AM,30-Jun-2025 05:00 PM,Construction of Additional 100000 ltrs capacity over head tank with 18 mtr. staging for rural piped water supply to village Singjhar under Sinapali Block in the District of Nuapada,Construction of Additional 100000 ltrs capacity over head tank with 18 mtr. staging for rural piped water supply to village Singjhar under Sinapali Block in the District of Nuapada,Please refer Tender documents. ,NA ,"38,45,258",Civil Works - Water Works,NA ,Tender,90.0,150.0,NUAPADA,766105.0,NA ,NA ,NA ,O/o the SERWSS Nuapada,No ,No,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Nuapada,RWSS/NPD/06/2025-26,2025_RWSS_114526_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,AFFIDAVIT,NRC AND OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,Superintending Engineer,O/o the SERWSS Nuapada,AOC,"SE,RWSS Division, Nuapada",Internal,"SE, EE, DAO, JE Estimator, RWSS Division, Nuapada",Prahallad Sahu,14-Aug-2025 07:55 PM,finsummary_543324.pdf (297.23 KB),Finance,Bid Opened,Prahallad Sahu,04-Jul-2025 01:44 PM,finance_543324.pdf,BOQ Comparative Chart,14-Aug-2025,"INR 3,268,854",150.0,Prahallad Sahu,14-Aug-2025 08:00 PM,Singjhar.pdf (788.00 KB),work order has been awarded to the contractor,1,2980907,ABHISEK MEHER,26-Jun-2025 05:42 PM,Rejected-Finance,Rejected,14-Aug-2025 07:55 PM,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Nuapada,2025_RWSS_114526_1,RWSS/NPD/06/2025-26,Construction of Additional 100000 ltrs capacity over head tank with 18 mtr. staging for rural piped water supply to village Singjhar under Sinapali Block in the District of Nuapada,1.0,2983049.0,SATRUGHANA MAJHI,INR,"3,268,854",Superintending Engineer,Internal,"SE RWSS Nuapada, EE Estimater Nuapada, DAO RWSS Nuapada, JE Estimater Nuapada",Prahallad Sahu,04-Jul-2025 05:25 PM,techsummary_543324.pdf (1090.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,2,2978638,BINOD KUMAR MEHER,26-Jun-2025 07:35 PM,Rejected-Finance,L2 bidder finalize through transparent lottery process,14-Aug-2025 07:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2979458,DOLAMANI BIBHAR,24-Jun-2025 08:02 PM,Rejected-Finance,Rejected,14-Aug-2025 07:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2983016,JITENDRA MEHER,29-Jun-2025 07:51 PM,Rejected-Finance,Rejected,14-Aug-2025 07:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2978600,NAMITA MEHER,23-Jun-2025 07:46 PM,Rejected-Finance,Rejected,14-Aug-2025 07:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2984259,PRINCE KUMAR GUPTA,30-Jun-2025 04:57 PM,Rejected-Finance,Rejected,14-Aug-2025 07:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2982889,REENU SAHU,29-Jun-2025 05:41 PM,Rejected-Finance,Rejected,14-Aug-2025 07:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2981847,ROHIT KUMAR TRIVEDI,27-Jun-2025 11:27 PM,Rejected-Finance,Rejected,14-Aug-2025 07:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2984050,SANTOSH AGRAWAL,30-Jun-2025 03:42 PM,Rejected-Finance,Rejected,14-Aug-2025 07:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2983049,SATRUGHANA MAJHI,30-Jun-2025 10:08 AM,Accepted-AOC,agreement drawan,14-Aug-2025 08:00 PM,,,,,,,,,,,,,,,,AOC
