Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EE MLI Division Baripada,EE MLI Division Baripada In front of stadium Bhonjpur Baripada Mayurbhanj 757002,02-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,02-Apr-2025 11:00 AM ,09-Apr-2025 05:00 PM ,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,17-May-2025 11:00 AM,"6,860",Yes,percentage,1.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Tender paper Cost EMD GST PAN Civil HT License Experience Joint Venture etc as per DTCN,1,ICICI BANK,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,2025_OLIC_112089_36,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,No,Reinforcement of Chinchalgadia TW LIP under Rasgobindpur Block in Mayurbhanj District,Reinforcement of Chinchalgadia TW LIP under Rasgobindpur Block in Mayurbhanj District,Please refer Tender documents. ,NA ,"6,86,021",Civil Works - Lift Irrigation Schemes,NA ,Tender,365.0,90.0,Baripada,757002.0,NA ,NA ,NA ,EE MLI Division Baripada,No ,No,AOC,1,2880329,MAHASWETA DHADA,11-Apr-2025 11:52 AM,Accepted-AOC,L1,08-Aug-2025 04:35 PM,07-Aug-2025,"INR 688,160",90.0,AMRUTA KUMAR BAGH,08-Aug-2025 04:35 PM,Chinchalgadia.pdf (309.00 KB),1.0,Tender_Revocation_Corrigendum,Tender_Revocation_Corrigendum,14-May-2025 12:29 PM,Tender_Revocation_Corrigendum.pdf ,128.5,Technical Opening,Amruta Bagh,Internal,,AMRUTA KUMAR BAGH,16-May-2025 12:49 PM,17-May-2025 11:00 AM,techsummary_534933.pdf (2477.25 KB),Finance,Accepted,AMRUTA KUMAR BAGH,24-May-2025 10:48 AM,finance_534933.pdf,BOQ Comparative Chart,Technical,Accepted,AMRUTA KUMAR BAGH,14-May-2025 04:23 PM,technical_534933.pdf,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,2025_OLIC_112089_36,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,Reinforcement of Chinchalgadia TW LIP under Rasgobindpur Block in Mayurbhanj District,Amruta Kumar Bagh,Internal,,AMRUTA KUMAR BAGH,20-Jun-2025 11:53 AM,finsummary_534933.pdf (2256.50 KB),1.0,2880329.0,MAHASWETA DHADA,INR,"688,160",AOC
,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2882007,SUJATA PUSTI,11-Apr-2025 01:33 PM,Rejected-AOC,L2,08-Aug-2025 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
