S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2791734.0,Umakanta Sahu,INR,"39,903,787","Er. N.K.Das, CCE, RWC, BAM",Internal,,Lopamudra Dalai,11-Apr-2025 01:43 PM,finsummary_526495.pdf (606.27 KB),Technical,Documents to be verified,Lopamudra Dalai,11-Feb-2025 02:29 PM,technical_526495.pdf,CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_109620_3,Online Tender/23-2024-25/BPR,Construction of Dasheipur to Katapalli road in the district of Ganjam under MMSY-TRIP for the year 2024-25,Finance,Documents to be verified,Lopamudra Dalai,18-Mar-2025 05:24 PM,finance_526495.pdf,BOQ Comparative Chart,"Er. N.K.Das, CCE, RWC, BAM",Internal,"Asst Engineer, R.W.Circle,BAM P.A. to CCE, R.W.Circle, BAM SE, R.W.Divn-II, Gm, BAM",Lopamudra Dalai,07-Mar-2025 02:01 PM,17-Mar-2025 11:00 AM,techsummary_526495.pdf (657.17 KB),14-Jul-2025,"INR 39,903,787",270.0,Lopamudra Dalai,16-Aug-2025 12:46 PM,Dasheipur.pdf (604.00 KB),1,2786580,Abani Kumar Dash,29-Jan-2025 02:36 PM,Rejected-AOC,1st Lowest,16-Aug-2025 12:46 PM,AOC,Construction of Dasheipur to Katapalli road in the district of Ganjam under MMSY-TRIP for the year 2024-25,Construction of Dasheipur to Katapalli road in the district of Ganjam under MMSY-TRIP for the year 2024-25,Please refer Tender documents. ,NA ,"4,69,41,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Ganjam,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM",No ,No,1.0,ICICI BANK,"4,69,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN","Chief Construction Engineer, R.W.Circle, BAM","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/23-2024-25/BPR,2025_CERWI_109620_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,20-Jan-2025 09:00 AM,01-Feb-2025 11:00 AM,20-Jan-2025 09:00 AM,31-Jan-2025 05:30 PM,20-Jan-2025 09:00 AM ,29-Jan-2025 05:30 PM ,20-Jan-2025 09:00 AM,31-Jan-2025 05:30 PM,17-Mar-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2791194,MANTU KUMAR PATTNAYAK,31-Jan-2025 12:17 PM,Rejected-AOC,3rd Lowest,16-Aug-2025 12:46 PM,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2779469,Rajendra Patra,27-Jan-2025 12:27 PM,Rejected-AOC,2nd Lowest,16-Aug-2025 12:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2774108,R Govinda Rao,24-Jan-2025 01:06 PM,Rejected-AOC,3rd Lowest,16-Aug-2025 12:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2790802,Saroj Kumar Patro,31-Jan-2025 08:02 AM,Rejected-AOC,3rd Lowest,16-Aug-2025 12:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2791734,Umakanta Sahu,31-Jan-2025 03:46 PM,Accepted-AOC,Successful bidders after lottery system,16-Aug-2025 12:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
