Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,6 bids opened successfully,Lipsa Parida,03-Apr-2025 12:05 PM,finance_533854.pdf,BOQ Comparative Chart,11-Aug-2025,"INR 911,307",45.0,Lipsa Parida,11-Aug-2025 05:29 PM,Work_Order_70_10.pdf (496.00 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_111809_10,BMC-EE-Tender Cell-70/2024-25 Dt. 19.03.2025,Renovation of BMC Park at N-4 IRC Village in Ward No. 25,1.0,2874803.0,SUSHIL KUMAR MALIK,INR,"911,307",1,2874789,BRUNDABAN SETHI,02-Apr-2025 04:58 PM,Rejected-Technical,Rejected,11-Aug-2025 05:15 PM,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,11-Aug-2025 05:15 PM,techsummary_533854.pdf (1998.17 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,ZONALCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,11-Aug-2025 05:25 PM,finsummary_533854.pdf (1983.30 KB),AOC,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-70/2024-25 Dt. 19.03.2025,2025_ORULB_111809_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,"9,100",Yes,fixed,,Nil,Nil,Executive Engineer (Central Tender Cell),"Central Tender Cell, ICOMC Tower,BMC",1.0,ICICI BANK,Renovation of BMC Park at N-4 IRC Village in Ward No. 25,Renovation of BMC Park at N-4 IRC Village in Ward No. 25,Please refer Tender documents. ,NA ,"9,08,474",Civil Works - Others,NA ,Tender,120.0,45.0,BMC AREA,751022.0,"UG floor,Office Chamber of EE Central Tender Cell, ","UG floor, Central Tender Cell, ICOMC Tower,BMC ",26-Mar-2025 12:30 PM ,"Central Tender cell,BMC",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,21-Mar-2025 04:00 PM,03-Apr-2025 11:30 AM,21-Mar-2025 04:00 PM,02-Apr-2025 05:00 PM,21-Mar-2025 04:00 PM ,25-Mar-2025 04:00 PM ,21-Mar-2025 04:00 PM,02-Apr-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,2,2873044,CHANDAN MADELI (S.C),29-Mar-2025 12:00 PM,Rejected-Finance,Rejected,11-Aug-2025 05:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,2873902,CHANDAN MUDULI,31-Mar-2025 01:24 PM,Rejected-Finance,Rejected,11-Aug-2025 05:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,2874748,DEBANSHEE INFRA AND ASSOCIATES,02-Apr-2025 02:36 PM,Rejected-Finance,Rejected,11-Aug-2025 05:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,2872656,SANTANU PRASAD MOHANTY,02-Apr-2025 03:26 PM,Rejected-Finance,Rejected,11-Aug-2025 05:25 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,2874803,SUSHIL KUMAR MALIK,02-Apr-2025 04:03 PM,Accepted-AOC,L1 bidder,11-Aug-2025 05:29 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
