Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",1.0,ICICI BANK,Executive Engineer-CD-III,"At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",Provision of Street Lights in the Mid-Verge Road from Biju Patnaik Chhak to Madhukunja Park in Ward No.16.,Provision of Street Lights in the Mid-Verge Road from Biju Patnaik Chhak to Madhukunja Park in Ward No.16.,Please refer Tender documents. ,NA ,"32,73,300",Electrical Works,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_EL_No.11/2024-25,2025_ORULB_111916_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,28-Mar-2025 03:00 PM,11-Apr-2025 11:00 AM,28-Mar-2025 03:00 PM,08-Apr-2025 05:00 PM,28-Mar-2025 03:00 PM ,08-Apr-2025 05:00 PM ,28-Mar-2025 03:00 PM,08-Apr-2025 05:00 PM,"32,800",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,AOC,1,2878711,AKHANDALAMANI ELECTRICALS AND CONSTRUCTION,08-Apr-2025 12:22 PM,Rejected-AOC,Rejected,12-Aug-2025 05:20 PM,12-Aug-2025,"INR 3,283,476",60.0,Subas Chandra Sahoo,12-Aug-2025 05:20 PM,8956.pdf (463.00 KB),Work Order,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,12-Aug-2025 05:10 PM,techsummary_534735.pdf (462.62 KB),Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,12-Aug-2025 05:16 PM,finsummary_534735.pdf (462.62 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_111916_1,MC(CMC)CTC_EL_No.11/2024-25,Provision of Street Lights in the Mid-Verge Road from Biju Patnaik Chhak to Madhukunja Park in Ward No.16.,1.0,2879089.0,M/s. EASTERN ENGINEERING,INR,"3,283,476",Finance,Seventeen nos bidders participated. Above Twelve bidders not technically qualified hence rejected. Rest Five bidder qualified BOQ Comparative Chart is enclosed for reference.,Sanjukta Sa,10-Jun-2025 06:58 PM,finance_534735.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2876916,EDITION INTERNATIONAL,05-Apr-2025 06:04 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not submitted Manufacturers Authorization letter & Technical Data sheet of LED Fixtures hence rejected.,10-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2878247,GLOBAL ENERGY,08-Apr-2025 03:03 PM,Rejected-AOC,Rejected,12-Aug-2025 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2877212,GREEN INNOVATIVE POWER PRIVATE LIMITED,06-Apr-2025 02:59 PM,Rejected-AOC,Rejected,12-Aug-2025 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2879155,HARA PRASAD NAYAK,08-Apr-2025 04:56 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not submitted Technical Data sheet of LED Fixtures hence rejected.,10-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2877509,JAY HANUMAN ENTERPRISES,08-Apr-2025 12:43 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not submitted towards Bid Security (EMD) Hence rejected.,10-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2876945,JUPITER ENGINEERS,05-Apr-2025 07:12 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not submitted Technical Data sheet of LED Fixtures hence rejected.,10-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2878986,MARUTI CONSTRUCTIONS,08-Apr-2025 02:11 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not submitted Manufacturers Authorization letter & Technical Data sheet of LED Fixtures hence rejected.,10-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2879089,M/s. EASTERN ENGINEERING,08-Apr-2025 04:22 PM,Accepted-AOC,Accepted,12-Aug-2025 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2878801,M/S JANAKI ENGINEERING,08-Apr-2025 12:16 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not submitted Manufacturers Authorization letter & Technical Data sheet of LED Fixtures hence rejected.,10-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2878458,M/s. Mahalaxmi Electricals and Associates,07-Apr-2025 08:20 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not submitted Manufacturers Authorization letter & Technical Data sheet of LED Fixtures hence rejected.,10-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2878713,M/s.TULSHI ENTERPRISES,08-Apr-2025 11:55 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not submitted Technical Data sheet of LED Fixtures hence rejected.,10-Jun-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
