S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,15-Feb-2025 10:00 AM,25-Feb-2025 11:00 AM,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,15-Feb-2025 10:00 AM ,21-Feb-2025 05:00 PM ,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,e-Procurement Notice No.KID-04 of 2024-25,2025_KIRRD_110670_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,700",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",KID-127 of 2024-25 Renovation of cross regulator at RD 1770 m and renovation of drainage syphone at RD 1600 m on Disty.no.1 1/2 of G.E Canal.,Renovation of cross regulator and renovation of drainage syphone,Please refer Tender documents. ,NA ,"10,65,369",Civil Works - Canal,NA ,Tender,90.0,120.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara","6,000",Nil,Nil,No,AOC,"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,13-May-2025 08:36 PM,techsummary_530233.pdf (418.56 KB),"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,31-Aug-2025 04:45 PM,finsummary_530233.pdf (461.39 KB),Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Gorasasi Sahoo,01-Mar-2025 05:41 PM,finance_530233.pdf,BOQ Comparative Chart,31-Aug-2025,"INR 905,670.13",120.0,Gorasasi Sahoo,31-Aug-2025 04:47 PM,127.pdf (461.00 KB),Contract Awarded,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,2025_KIRRD_110670_29,e-Procurement Notice No.KID-04 of 2024-25,KID-127 of 2024-25 Renovation of cross regulator at RD 1770 m and renovation of drainage syphone at RD 1600 m on Disty.no.1 1/2 of G.E Canal.,1.0,2829160.0,Anirudha Panda,INR,"905,670.13",1,2829160,Anirudha Panda,21-Feb-2025 08:38 PM,Accepted-AOC,Won the lottery,31-Aug-2025 04:47 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2830404,BANISHREE SWAIN,22-Feb-2025 11:50 AM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 08:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2835663,PANKAJ MALIK,24-Feb-2025 03:55 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 08:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2831875,Rajesh Kumar Das,23-Feb-2025 07:02 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 08:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2833260,SASMITA LENKA,23-Feb-2025 09:31 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 08:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2830916,SUBHASMITA BEHERA,22-Feb-2025 08:22 PM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 08:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2831741,SURYA KANTA ROUT,24-Feb-2025 09:18 AM,Rejected-Technical,Did not satisfy as per DTCN,13-May-2025 08:36 PM,AOC
