S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"49,479",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,DTCN.pdfvalidPANGSTContractorlicenceetcasDTCN,Construction of 01 no D type Qtr at Godipada under Odagaon Block for the year 2024-25,Construction of 01 no D type Qtr at Godipada under Odagaon Block for the year 2024-25,NA ,NA ,"49,47,918",Civil Works - Buildings,NA ,Tender,90.0,180.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,24-May-2025 11:10 AM,05-Jun-2025 11:00 AM,24-May-2025 11:10 AM,04-Jun-2025 05:30 PM,24-May-2025 11:10 AM ,04-Jun-2025 05:30 PM ,24-May-2025 11:10 AM,04-Jun-2025 05:30 PM,26-Jun-2025 11:00 AM,"6,000",0.0,Nil,Nil,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH12526,2025_CERWI_113819_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,2945376,ANIL KUMAR PRUSTY,31-May-2025 05:48 PM,Accepted-AOC,AOC,01-Aug-2025 06:20 PM,01-Aug-2025,"INR 4,206,225",180.0,Sasmita Munduri,01-Aug-2025 06:20 PM,4241.pdf (664.00 KB),9P1 OF 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,21-Jun-2025 04:40 PM,26-Jun-2025 11:00 AM,techsummary_541006.pdf (486.23 KB),Finance,TECHNICAL EVALUATION COMMITTEE,Sasmita Munduri,01-Aug-2025 06:12 PM,finance_541006.pdf,BOQ Comparative Chart,Technical,Technical Evaluation committee,Sasmita Munduri,21-Jun-2025 01:44 PM,technical_541006.pdf,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_113819_1,TENDERONLINEDNAYAGARH12526,Construction of 01 no D type Qtr at Godipada under Odagaon Block for the year 2024-25,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,01-Aug-2025 06:18 PM,finsummary_541006.pdf (486.23 KB),1.0,2945376.0,ANIL KUMAR PRUSTY,INR,"4,206,225",AOC
2.0,ICICI NEFT/RTGS,,,,,,,2.0,Finance,.xls,BOQ.XLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2943703,KAILASH KUMAR BHANJA,04-Jun-2025 02:24 PM,Rejected-Technical,Due to non-submission of Agreement/MOU for electrical license as per Clause-1(e) of the Eligibility Criteria of the DTCN,21-Jun-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2950808,M/S SILICON INTERIORS,04-Jun-2025 04:06 PM,Rejected-AOC,L1,01-Aug-2025 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2947055,PRABIN KUMAR PATRA,01-Jun-2025 06:24 PM,Rejected-AOC,L1,01-Aug-2025 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
