Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EE MLI Division Baripada,EE MLI Division Baripada In front of stadium Bhonjpur Baripada Mayurbhanj 757002,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,2025_OLIC_112089_19,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Revival of Hatanuagaon II RL LIP under G B Nagar Block in Mayurbhanj District,Revival of Hatanuagaon II RL LIP under G B Nagar Block in Mayurbhanj District,Please refer Tender documents. ,NA ,"12,57,266",Civil Works - Lift Irrigation Schemes,NA ,Tender,365.0,90.0,Baripada,757002.0,NA ,NA ,NA ,EE MLI Division Baripada,No ,No,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,02-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,02-Apr-2025 11:00 AM ,09-Apr-2025 05:00 PM ,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,17-May-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Tender paper Cost EMD GST PAN Civil HT License Experience Joint Venture etc as per DTCN,"12,573",Yes,percentage,1.0%,Nil,Nil,AOC,1,2882012,BHAVANI SHANKAR SAHU,11-Apr-2025 12:49 PM,Rejected-Finance,Due to above L2,20-Jun-2025 01:30 PM,04-Aug-2025,"INR 1,261,186",90.0,AMRUTA KUMAR BAGH,12-Aug-2025 12:29 PM,Hatanuagan_II.pdf (316.00 KB),Finance,Accepted,AMRUTA KUMAR BAGH,24-May-2025 10:12 AM,finance_534893.pdf,BOQ Comparative Chart,1.0,Tender_Revocation_Corrigendum,Tender_Revocation_Corrigendum,14-May-2025 01:12 PM,Tender_Revocation_Corrigendum.pdf ,128.5,Technical Opening,Amruta Bagh,Internal,,AMRUTA KUMAR BAGH,16-May-2025 12:24 PM,17-May-2025 11:00 AM,techsummary_534893.pdf (2477.25 KB),Amruta Kumar Bagh,Internal,,AMRUTA KUMAR BAGH,20-Jun-2025 01:30 PM,finsummary_534893.pdf (2256.50 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,2025_OLIC_112089_19,BID ID NO. 4142 (OLIC/2024-25) DATED 18.03.2025,Revival of Hatanuagaon II RL LIP under G B Nagar Block in Mayurbhanj District,Technical,Accepted,AMRUTA KUMAR BAGH,15-May-2025 11:45 AM,technical_534893.pdf,1.0,2880491.0,RANJITA SA,INR,"1,261,186",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,2,2880835,GOPINATH DAS,11-Apr-2025 01:44 PM,Rejected-Finance,Due to above L2,20-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2882377,ISHWAR CHANDRA NAYAK,11-Apr-2025 03:34 PM,Rejected-Finance,Due to above L2,20-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2881295,Jugal Kishor sabar,11-Apr-2025 09:24 AM,Rejected-Finance,Due to above L2,20-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2880319,MAHASWETA DHADA,11-Apr-2025 12:27 PM,Rejected-Finance,Due to above L2,20-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2882118,M/S.BAISAKHI CONSTRUCTION PVT.LTD,11-Apr-2025 01:12 PM,Rejected-Finance,Due to above L2,20-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2880982,MS SAI ENGINEERING & COMPANY,10-Apr-2025 06:47 PM,Rejected-AOC,L2,12-Aug-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2882097,NABIN KUMAR PAL,11-Apr-2025 03:39 PM,Rejected-Finance,Due to above L2,20-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2880687,NIRANJAN BEHERA,11-Apr-2025 09:41 AM,Rejected-Finance,Due to above L2,20-Jun-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2880491,RANJITA SA,11-Apr-2025 11:57 AM,Accepted-AOC,L1,12-Aug-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
