EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"3,540",Yes,fixed,,Nil,Nil,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, EMD, GST, PAN, Paper Cost and other Documents as per DTCN","Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","Road Widening and Construction of Drain slab from Manoj Toppo House to Susil Toppo House at Kharia Bahal Basti under RMC, Rourkela.",Works,Please refer Tender documents. ,NA ,"3,54,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,Rourkela Municipal Corporation,MC/RMC/22/2025,2025_RMC_113206_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,08-May-2025 06:00 PM,20-May-2025 11:00 AM,08-May-2025 06:00 PM,19-May-2025 05:00 PM,NA ,NA ,08-May-2025 06:00 PM,19-May-2025 05:00 PM,AOC,1,2924734,GANESH CONSTRUCTION PROP. GANESH SAHOO,19-May-2025 12:57 PM,Rejected-Technical,By The Tender Committee,13-Aug-2025 11:34 AM,13-Aug-2025,"INR 300,699.56",30.0,Birendra Nanda,13-Aug-2025 01:06 PM,BID22.pdf (2265.00 KB),Awarded to Manoranjan Jena,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,13-Aug-2025 12:22 PM,finsummary_538819.pdf (2264.69 KB),Finance,EMD refund,Birendra Nanda,11-Aug-2025 11:31 AM,finance_538819.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,13-Aug-2025 11:34 AM,techsummary_538819.pdf (2264.69 KB),Rourkela Municipal Corporation,2025_RMC_113206_14,MC/RMC/22/2025,"Road Widening and Construction of Drain slab from Manoj Toppo House to Susil Toppo House at Kharia Bahal Basti under RMC, Rourkela.",1.0,2924939.0,MANORANJAN JENA,INR,"300,699.56",AOC
,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,AOC,2,2924939,MANORANJAN JENA,19-May-2025 01:56 PM,Accepted-AOC,By The Tender Committee,13-Aug-2025 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
