S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,2959730,ANKITA KUMAR JENA,11-Jun-2025 03:12 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:13 AM,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",2025_CEBMB_114100_38,e-BEID-01/2025-26,Improvement to Ambaghai Nalla II at U/S and D/S of Fall near village Chikarada.,1.0,2959228.0,LABA GOUDA,INR,"2,280,119",15-Aug-2025,"INR 2,280,119",180.0,Nalin Kumar Patnaik,17-Aug-2025 11:13 AM,AOC_38.pdf (502.00 KB),Award to the Lottery Winner.,Finance,Fourteen bids downloaded Successfully.,Sucharita Panda,13-Jun-2025 04:07 PM,,BOQ Comparative Chart,Nalin Pattanaik,Internal,,CHANDINI KUMARI BASANTY,27-Jun-2025 01:23 PM,finsummary_541945.pdf (60.30 KB),Nalin Pattanaik,Internal,,CHANDINI KUMARI BASANTY,25-Jun-2025 01:24 PM,techsummary_541945.pdf (60.30 KB),AOC,Improvement to Ambaghai Nalla II at U/S and D/S of Fall near village Chikarada.,Improvement to Nalla,Please refer Tender documents. ,NA ,"26,82,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Divn., Berhampur",No ,No,"6,000",0.0,Nil,Nil,No,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Berhampur Irrigation Divn Berhampur",e-BEID-01/2025-26,2025_CEBMB_114100_38,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN",03-Jun-2025 10:00 AM,13-Jun-2025 11:00 AM,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,03-Jun-2025 10:00 AM ,10-Jun-2025 05:30 PM ,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,"S.E., Berhampur Irr. Divn., Berhampur","S.E., Berhampur Irr. Divn., Courtpeta, Berhampur","27,000",Yes,fixed,,Nil,Nil,AOC
2,2963358,ARAPALLI KAJAL,12-Jun-2025 12:03 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,AOC
3,2962678,BIKASH PATRO,11-Jun-2025 09:59 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,2962839,B SUBRAT PATRO,12-Jun-2025 03:42 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2962036,DEBASIS KUMAR SAHU,12-Jun-2025 04:19 AM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2962573,K. ANIL KUMAR DAS,11-Jun-2025 09:14 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2959228,LABA GOUDA,10-Jun-2025 01:25 PM,Accepted-AOC,Lottery Winner,17-Aug-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2960597,MADAN GOUDA,12-Jun-2025 12:38 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2963689,Pawana Prasad Sahu,12-Jun-2025 01:29 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2963250,RIPAN KUMAR NAYAK,12-Jun-2025 12:00 PM,Rejected-AOC,Lottery Looser,17-Aug-2025 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
