Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of 03(Three) nos. of RRHS Structure on different Govt. Building under Padampur Block of Bargarh district under CHHATA scheme,Construction of 03(Three) nos. of RRHS Structure on different Govt. Building under Padampur Block of Bargarh district under CHHATA scheme,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,60.0,Padampur Block,768036.0,NA ,NA ,NA ,"Deputy Director Geology, GWD Division, Bolangir",No ,No,"7,779",Yes,fixed,,Nil,Nil,Ground Water Survey and Investigation,07/GWDBLGR/CHHATA/2025-26,2025_GWSI_113828_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,24-May-2025 12:30 PM,06-Jun-2025 11:30 AM,24-May-2025 12:30 PM,05-Jun-2025 05:00 PM,NA ,NA ,24-May-2025 12:30 PM,05-Jun-2025 05:00 PM,1.0,ICICI BANK,Deputy Director Geology,"OFFICE OF THE DEPUTY DIRECTOR, GEOLOGY, GROUND WATER DEVELOPMENT DIVISION, BOLANGIR, Laltikra, P.O Rajendra College, Dist- Bolangir, PIN -767002","4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document,AOC,Ground Water Survey and Investigation,2025_GWSI_113828_1,07/GWDBLGR/CHHATA/2025-26,Construction of 03(Three) nos. of RRHS Structure on different Govt. Building under Padampur Block of Bargarh district under CHHATA scheme,1.0,2952529.0,M/s Alok Kumar Mishra,INR,"661,253",Abhijeet Kumar Behera,Internal,,Abinash Nayak,09-Jun-2025 12:46 PM,techsummary_541025.pdf (1501.78 KB),31-Jul-2025,"INR 661,253",60.0,Abinash Nayak,05-Aug-2025 02:19 PM,07.pdf (494.00 KB),Abhijeet Kumar Behera,Internal,,Abinash Nayak,09-Jun-2025 12:51 PM,finsummary_541025.pdf (1501.78 KB),Finance,Bid opening Summary,Abinash Nayak,07-Jun-2025 12:38 PM,finance_541025.pdf,BOQ Comparative Chart,1,2953058,KAUSHIKA PANIGRAHI,05-Jun-2025 04:47 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2948712,Kunjabana Sahu,03-Jun-2025 08:17 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2950332,MADHUSMITA PAIKARAY,03-Jun-2025 07:14 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2952529,M/s Alok Kumar Mishra,05-Jun-2025 04:42 PM,Accepted-AOC,Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2949825,Narayan Dash,03-Jun-2025 01:49 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2946209,NIKESH KUMBHAR,01-Jun-2025 05:58 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2950081,PRATAP KUMAR PRADHAN,03-Jun-2025 04:38 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2946237,RAGHUMMANI KUMBHAR,01-Jun-2025 05:53 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2952646,Reshmarani Sahu,05-Jun-2025 02:17 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2951356,S.D TRADE ENTERPRISES,05-Jun-2025 12:34 PM,Rejected-AOC,Not Selected in Transparent Lottery,05-Aug-2025 02:19 PM,AOC
