Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,11.0,2703847.0,BPO Convergence Private Limited,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,11,2703844,Luminous Infoways Pvt Ltd,20-Dec-2024 12:33 PM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,12.0,2704065.0,SHREE SOLUTIONS & SERVICES PRIVATE LIMITED,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,12,2703616,Manone India Private Limited,20-Dec-2024 11:19 AM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,13.0,2704147.0,ORISSA COMPUTERS AND COMMUNICATION PRIVATE LIMITED,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,13,2701261,Mindtrack Technologies Private Limited,20-Dec-2024 11:40 AM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2659815,M/S CARE SECURITY AND ALLIED SERVICES,20-Dec-2024 01:11 PM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2691174,M/s U. Tech Service,11-Dec-2024 02:46 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2704474,Orion Security Solutions Private Limited,20-Dec-2024 12:10 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2704147,ORISSA COMPUTERS AND COMMUNICATION PRIVATE LIMITED,20-Dec-2024 11:40 AM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2687263,PORTAL INFOTECH,16-Dec-2024 05:59 PM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2658645,RRR AND ASSOCIATES,29-Nov-2024 04:59 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2703464,ShoMuk Engineering And Consultancy Services,19-Dec-2024 06:00 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2704065,SHREE SOLUTIONS & SERVICES PRIVATE LIMITED,20-Dec-2024 07:18 AM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2690072,T AND M SERVICES CONSULTING PVT LTD,20-Dec-2024 01:33 PM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2689503,URMILA INTERNATIONAL SERVICES PRIVATE LIMITED,19-Dec-2024 06:10 PM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2660035,WWSO ENTERPRISES LIMITED,16-Dec-2024 12:50 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2690872,XEAM VENTURES PRIVATE LIMITED,20-Dec-2024 10:29 AM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
