Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
General Manager (Admn),"OCAC, Bhubaneswar","2,00,000",No,fixed,,Odisha Computer Application Centre,Bhubaneswar,18-Nov-2024 05:00 PM,20-Dec-2024 04:00 PM,18-Nov-2024 06:00 PM,20-Dec-2024 02:00 PM,NA ,NA ,19-Nov-2024 10:00 AM,20-Dec-2024 02:00 PM,1.0,Extention of Date,Date,,0.0,0.0,Nil,Nil,No,1.0,ICICI BANK,Empanelment of Outsourcing Agencies to provide Contractual Manpower to OCAC,Empanelment of Outsourcing Agencies to provide Contractual Manpower to OCAC,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Empanelment,180.0,1095.0,"OCAC, Bhubaneswar",751013.0,"OCAC, Bhubaneswar ","OCAC, Bhubaneswar ",22-Nov-2024 04:30 PM ,"OCAC, Bhubaneswar",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Please refer RFP,Orissa Computer Application Centre,OCAC-ESTT-OUTSCR-0001-24/24081,2024_OCAC_107172_1,Yes,Open Tender,Empanelment,Services,1.0,No,No,Both(Online/Offline),No,No,No,AOC,Orissa Computer Application Centre,2024_OCAC_107172_1,OCAC-ESTT-OUTSCR-0001-24/24081,Empanelment of Outsourcing Agencies to provide Contractual Manpower to OCAC,1.0,2659815.0,M/S CARE SECURITY AND ALLIED SERVICES,INR,1.0,GM Admin,Internal,,Debashis Pujari,12-Aug-2025 04:51 PM,techsummary_516632.pdf (1146.73 KB),19-Aug-2025,INR 1,1.0,Debashis Pujari,19-Aug-2025 06:22 PM,Empanelmentfinal.pdf (309.00 KB),GM Admin,Internal,,Debashis Pujari,12-Aug-2025 05:12 PM,finsummary_516632.pdf (1146.73 KB),Finance,25 numbers of Bids opened.,Debashis Pujari,20-Dec-2024 04:45 PM,,1,2700579,ADDSOFT TECHNOLOGIES PRIVATE LIMITED,20-Dec-2024 01:07 PM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,2.0,Bidder Query Response,Technical Bid,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,2663220.0,ATREYA ASSOCIATES,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,2,2663220,ATREYA ASSOCIATES,19-Dec-2024 10:28 AM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3.0,2687263.0,PORTAL INFOTECH,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,3,2703847,BPO Convergence Private Limited,19-Dec-2024 09:29 PM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4.0,2689503.0,URMILA INTERNATIONAL SERVICES PRIVATE LIMITED,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,4,2695724,BVG INDIA LIMITED,19-Dec-2024 05:27 PM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5.0,2690072.0,T AND M SERVICES CONSULTING PVT LTD,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,2687583,CLEAR SECURED SERVICES PVT LTD,16-Dec-2024 06:32 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6.0,2695724.0,BVG INDIA LIMITED,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,6,2703873,G A Digital Web Word P Ltd.,19-Dec-2024 05:40 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7.0,2700579.0,ADDSOFT TECHNOLOGIES PRIVATE LIMITED,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,7,2702025,INNOVISION LIMITED,18-Dec-2024 12:05 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8.0,2701261.0,Mindtrack Technologies Private Limited,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,8,2702065,Integency private limited,20-Dec-2024 01:59 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9.0,2703641.0,Krystal Integrated Services Limited,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,9,2690308,Jagannath Placement & Security Services Private Limited,11-Dec-2024 05:16 PM,Rejected-Technical,Not Qualified,12-Aug-2025 04:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10.0,2703844.0,Luminous Infoways Pvt Ltd,INR,1.0,,,,,,,,,,,,,,,,,,,,,,,,10,2703641,Krystal Integrated Services Limited,19-Dec-2024 03:23 PM,Accepted-AOC,Qualified,19-Aug-2025 06:22 PM,AOC
