Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,2 Nos. of bidders have participated,Biswambhar Mishra,03-Oct-2023 03:10 PM,,BOQ Comparative Chart,1.0,2252880.0,SHIBA PRASAD BEHERA,INR,"1,152,677.41",Municipal Bodies||Balangir Municipality,2023_ORULB_93864_52,BLGR MPTY/07(01-125)/2023-24,"Improvement of Paver Road from Susanta Tripathy Res. to Binaya Mishra Res.,W.No.6","Lika Sahu,Chairperson",Internal,"Chairperson, Executive Officer, Municipal Engineer, Junior Engineer",Rojalisa Rout,04-Aug-2025 08:07 PM,finsummary_459226.pdf (603.41 KB),"Lika Sahu,Chairperson, Balangir Municipality",Internal,"Chairperson , Executive Officer, Municipal Engineer,Asst. Engineer, Junior Engineer, Balangir Municipality",Biswambhar Mishra,19-Oct-2023 08:34 AM,techsummary_459226.pdf (90.69 KB),1,2252880,SHIBA PRASAD BEHERA,13-Sep-2023 04:19 PM,Accepted-AOC,L1,04-Aug-2025 08:13 PM,04-Aug-2025,"INR 1,152,677.41",60.0,Rojalisa Rout,04-Aug-2025 08:13 PM,wo52.pdf (603.00 KB),"Sri Shiba Prasad Behera Selected as L1 for the Work Improvement of Paver Road from Susanta Tripathy Res. to Binaya Mishra Res.,W.No.6",AOC,"13,700",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Balangir Municipality,BLGR MPTY/07(01-125)/2023-24,2023_ORULB_93864_52,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,07-Sep-2023 09:00 AM,25-Sep-2023 11:00 AM,07-Sep-2023 09:00 AM,22-Sep-2023 05:00 PM,NA ,NA ,07-Sep-2023 09:00 AM,22-Sep-2023 05:00 PM,1.0,1st CORRIGENDUM,Date,,"Improvement of Paver Road from Susanta Tripathy Res. to Binaya Mishra Res.,W.No.6",Paver Road work,Please refer Tender Documents  ,NA ,"13,70,000",Civil Works - Roads,NA ,Tender,180.0,60.0,Balangir Municipality,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.xls,Bill of Quantity,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2263366,SRI KAMBU NAG,20-Sep-2023 08:02 PM,Rejected-AOC,L2,04-Aug-2025 08:13 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",,,AOC
