Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Bid opening Summary,Bramheswar Das,27-Sep-2023 08:40 PM,finance_462175.pdf,BOQ Comparative Chart,Er Bramheswar Das GM WATCO,Internal,,Bramheswar Das,19-Dec-2023 12:52 PM,finsummary_462175.pdf (18.42 KB),19-Dec-2023,"INR 922,334",30.0,Bramheswar Das,19-Dec-2023 01:02 PM,AOC.pdf (643.00 KB),AWARD OF CONTRACT,1,2271121,SUMANT KUMAR BEHERA,26-Sep-2023 02:23 PM,Accepted-AOC,OK,19-Dec-2023 01:03 PM,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Sambalpur,2023_WTDSM_94462_3,GMWATCOSBP-06/2023-24 Dt. 11.09.2023,Improvement of water supply to Gadmunda area by Zoning of Distribution system in connection with the work Improvement of WS to Godmunda area WATCO Section Bareipali,1.0,2271121.0,SUMANT KUMAR BEHERA,INR,"922,334",Er Bramheswar Das GM WATCO,Internal,,Bramheswar Das,19-Dec-2023 12:47 PM,techsummary_462175.pdf (18.40 KB),AOC,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Sambalpur,GMWATCOSBP-06/2023-24 Dt. 11.09.2023,2023_WTDSM_94462_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"9,230",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, RC, GST, PAN, Experience, Check List Schedules other Documents as per DTCN",1,ICICI BANK,16-Sep-2023 12:20 PM,27-Sep-2023 11:30 AM,16-Sep-2023 12:20 PM,26-Sep-2023 05:00 PM,16-Sep-2023 12:20 PM ,19-Sep-2023 05:00 PM ,16-Sep-2023 12:20 PM,26-Sep-2023 05:00 PM,"General Manager, WATCO",General Manager WATCO Division Sambalpur Brooks Hill Near Stadium At Po Motijharan Dist Sambalpur 768 001,"4,720",Nil,Nil,No,Improvement of water supply to Gadmunda area by Zoning of Distribution system in connection with the work Improvement of WS to Godmunda area WATCO Section Bareipali,Improvement of water supply to Gadmunda area by Zoning of Distribution system in connection with the work Improvement of WS to Godmunda area WATCO Section Bareipali,Please refer Tender documents. ,NA ,"9,23,000",Civil Works - Water Works,NA ,Tender,120.0,30.0,Sambalpur,768001.0,NA ,NA ,NA ,Sambalpur,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,2271120,SUREN KHADIA,26-Sep-2023 02:16 PM,Rejected-AOC,NOT OK,19-Dec-2023 01:03 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
