Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Tamasi Tamasmita Nayak,Internal,Executive Officer Municipal Engineer APD Finance Accountant,Manoranjan Panda,11-Dec-2023 08:11 PM,techsummary_456302.pdf (779.30 KB),Municipal Bodies||Sonepur Municipal Council,2023_ORULB_93503_3,16/2023-24,Const of pavor surface over kuchha road from Rohini Bhawn to Prasanta house in w.no.7,1.0,2248450.0,Nityananda Prusty,INR,"565,502.35",1,2248704,BABITA SAHU,12-Sep-2023 11:51 AM,Rejected-Finance,2nd Lowest Tenderer,11-Dec-2023 08:16 PM,11-Dec-2023,"INR 614,676.47",60.0,Manoranjan Panda,11-Dec-2023 08:17 PM,3WorkOrderNityananda.pdf (779.00 KB),As Per BOQ,Finance,As per Tender Committee,SURYANSHU ROOT,15-Sep-2023 12:04 PM,finance_456302.pdf,BOQ Comparative Chart,Tamasi Tamasmita Nayak,Internal,Executive officer Municipal Engineer APD Finance Accountat,Manoranjan Panda,11-Dec-2023 08:16 PM,finsummary_456302.pdf (779.31 KB),AOC,30-Aug-2023 11:00 AM,13-Sep-2023 11:00 AM,30-Aug-2023 11:00 AM,12-Sep-2023 05:00 PM,30-Aug-2023 11:00 AM ,12-Sep-2023 05:00 PM ,30-Aug-2023 11:00 AM,12-Sep-2023 05:00 PM,Municipal Bodies||Sonepur Municipal Council,16/2023-24,2023_ORULB_93503_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Const of pavor surface over kuchha road from Rohini Bhawn to Prasanta house in w.no.7,Const of pavor surface over kuchha road from Rohini Bhawn to Prasanta house in w.no.7,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,60.0,Sonepur Municipality,767017.0,NA ,NA ,NA ,Sonepur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,AS PER DTCN,"4,000",0.0,Nil,Nil,No,Executive Officer,Sonepur Municipality,"6,200",Yes,fixed,,Nil,Nil,1,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,2248450,Nityananda Prusty,12-Sep-2023 01:41 PM,Accepted-AOC,1st Lowest tenderer,11-Dec-2023 08:17 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
