S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,dtcn,Construction of RCC drain in ward 10,Construction of RCC drain from Budhiram Mahakud house towards Mausi maa temple in ward 10,Please refer Tender documents. ,NA ,"11,03,390",Civil Works - Others,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,06-Sep-2023 10:00 AM,13-Sep-2023 11:00 AM,06-Sep-2023 10:00 AM,12-Sep-2023 05:00 PM,NA ,NA ,06-Sep-2023 10:00 AM,12-Sep-2023 05:00 PM,Municipal Bodies||Basudevpur Municipality,BSPM-02-2023-24,2023_ORULB_93859_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EO,Basudevpur Municipality,"6,000",0.0,Nil,Nil,No,"11,034",Yes,fixed,,Nil,Nil,AOC,11-Dec-2023,"INR 1,302,000",30.0,Samir Ranjan Dash,11-Dec-2023 11:03 AM,4.pdf (601.00 KB),ok,NIBEDITA BEHERA,Internal,"EO,ME,JE,ACCT",Samir Ranjan Dash,29-Nov-2023 11:07 AM,finsummary_458770.pdf (1502.88 KB),Finance,ok,Manas Kumar Dandapat,14-Sep-2023 11:07 AM,finance_458770.pdf,BOQ Comparative Chart,1,2247251,CHINMAYA SETHI,12-Sep-2023 02:13 PM,Accepted-AOC,ok,11-Dec-2023 11:04 AM,Municipal Bodies||Basudevpur Municipality,2023_ORULB_93859_4,BSPM-02-2023-24,Construction of RCC drain in ward 10,1,2247251,CHINMAYA SETHI,INR,"1,171,800",NIBEDITA BEHERA,Internal,"EO,ME,JE,ACCT",Samir Ranjan Dash,29-Nov-2023 10:54 AM,techsummary_458770.pdf (1502.89 KB),AOC
2.0,ICICI NEFT/RTGS,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2249649,KAUSHALYA SAMAL(S.C),11-Sep-2023 05:38 PM,Accepted-AOC,ok,11-Dec-2023 11:04 AM,,,,,2,2249649,KAUSHALYA SAMAL(S.C),INR,"1,106,830.2",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2249715,SASHIKANTA SETHI(S.C),11-Sep-2023 05:57 PM,Accepted-AOC,ok,11-Dec-2023 11:04 AM,,,,,3,2249715,SASHIKANTA SETHI(S.C),INR,"1,106,830.2",,,,,,,AOC
