Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Bhuban NAC,BBN NAC 02/2023-24,2023_ORULB_93718_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC, Bhuban","9,629",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Pan Card, GST, Paper Cost, Valid RC, Labour License","4,000",0.0,Nil,Nil,No,04-Sep-2023 11:00 AM,18-Sep-2023 11:00 AM,04-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,NA ,NA ,04-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,"Improvement of Road (WBM to PAVER) at Harijana Basti interior Road in ward no-14, Bhuban NAC","Improvement of Road (WBM to PAVER) at Harijana Basti interior Road in ward no-14, Bhuban NAC",Please refer Tender documents. ,NA ,"9,62,863",Civil Works - Roads,NA ,Tender,60.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,Bhuban NAC,No ,No,AOC,29-Dec-2023,"INR 962,382",60.0,SURENDRA NATH SAHOO,29-Dec-2023 05:02 PM,39AOC.pdf (143.00 KB),AOC,1.0,2253170.0,SIBARAM BEHERA,13-Sep-2023 01:26 PM,Rejected-Technical,L2,29-Dec-2023 05:00 PM,EXECUTIVE OFFICER,Internal,"EO, CP, JE, ME, ACCT",SURENDRA NATH SAHOO,29-Dec-2023 05:00 PM,techsummary_458192.pdf (102.14 KB),Municipal Bodies||Bhuban NAC,2023_ORULB_93718_39,BBN NAC 02/2023-24,"Improvement of Road (WBM to PAVER) at Harijana Basti interior Road in ward no-14, Bhuban NAC",EXECUTIVE OFFICER,Internal,"CP, EO, ME, JE, ACCT",SURENDRA NATH SAHOO,29-Dec-2023 05:01 PM,finsummary_458192.pdf (102.14 KB),Finance,OK,SURENDRA NATH SAHOO,18-Sep-2023 11:50 AM,,BOQ Comparative Chart,1.0,2253364.0,SUSANTA KUMAR BEHERA,INR,"962,382",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,"Affidavit, Bid Security Declaration, Other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,2253364.0,SUSANTA KUMAR BEHERA,13-Sep-2023 02:40 PM,Accepted-AOC,L1,29-Dec-2023 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
