Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
08-Dec-2023,"INR 400,354",45.0,Hara prasad Bhoi,08-Dec-2023 04:11 PM,4368-wo.pdf (549.00 KB),Finance,Both are accepted,Prangya Paramita Panigrahi,08-Dec-2023 03:58 PM,finance_462967.pdf,BOQ Comparative Chart,CP,Internal,Members,Hara prasad Bhoi,08-Dec-2023 04:08 PM,finsummary_462967.pdf (309.01 KB),1,2274882,CHITTA RANJAN SWAIN,30-Sep-2023 10:38 AM,Rejected-Technical,Rejected due to L2,08-Dec-2023 04:04 PM,Municipal Bodies||Bargarh Municipal Council,2023_ORULB_94596_7,5/BGH- MUN/2023-24,Construction of Kalyan Mandap near Maa Santoshi Temple at Ward No.-19,1.0,2274872.0,Susanti Swain,INR,"400,354",CP,Internal,Members,Hara prasad Bhoi,08-Dec-2023 04:04 PM,techsummary_462967.pdf (309.01 KB),AOC,Executive Officer,Bargarh Municipality,"4,000",Yes,fixed,,Nil,Nil,Construction of Kalyan Mandap near Maa Santoshi Temple at Ward No.-19,Construction of Kalyan Mandap near Maa Santoshi Temple at Ward No.-19,Please refer Tender documents. ,NA ,"4,00,000",Civil Works - Bridges,NA ,Tender,90.0,45.0,Bargarh Municipality,768028.0,NA ,NA ,NA ,Bargarh Municipality,No ,No,Municipal Bodies||Bargarh Municipal Council,5/BGH- MUN/2023-24,2023_ORULB_94596_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,1,ICICI BANK,25-Sep-2023 09:00 AM,06-Oct-2023 11:00 AM,25-Sep-2023 09:00 AM,05-Oct-2023 05:00 PM,NA ,NA ,25-Sep-2023 09:00 AM,05-Oct-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,2,2274872,Susanti Swain,30-Sep-2023 10:43 AM,Accepted-AOC,AOC,08-Dec-2023 04:12 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,AOC
