Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,720",0.0,Nil,Nil,No,"9,442",Yes,fixed,,Nil,Nil,COMMISSIONER,BERHAMPUR MUNICIPAL CORPORATION,Municipal Bodies||Brahmapur Municipal Corporation,BMC (BAM)/281/2023-24,2023_ORULB_94705_59,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,27-Sep-2023 03:00 PM,13-Oct-2023 11:30 AM,27-Sep-2023 03:00 PM,12-Oct-2023 05:00 PM,27-Sep-2023 03:00 PM ,07-Oct-2023 02:00 PM ,27-Sep-2023 03:00 PM,12-Oct-2023 05:00 PM,1,ICICI BANK,"Improvement of Paver road at Gaigotha sahi ,new Gouda sahi to connecting Mediri sahi jn. in w no 11.","Improvement of Paver road at Gaigotha sahi ,new Gouda sahi to connecting Mediri sahi jn. in w no 11.",Please refer Tender documents ,NA ,"9,44,174",Civil Works - Others,NA ,Tender,120.0,75.0,"BERHAMPUR MUNICIPAL CORPORATION, BERHAMPUR",760002.0,NA ,NA ,NA ,"BERHAMPUR MUNICIPAL CORPORATION, BERHAMPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, REGISTRTION ETC AS PER DTCN",AOC,Municipal Bodies||Brahmapur Municipal Corporation,2023_ORULB_94705_59,BMC (BAM)/281/2023-24,"Improvement of Paver road at Gaigotha sahi ,new Gouda sahi to connecting Mediri sahi jn. in w no 11.",Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Ranjan Kumar Panda,16-Dec-2023 05:24 PM,finsummary_463894.pdf (373.30 KB),Finance,Admitted,Moningi Nageswara Subudhi,16-Oct-2023 06:16 PM,finance_463894.pdf,BOQ Comparative Chart,1.0,2284165.0,PRAFULLA CHANDRA DASA,INR,"972,499.92",1,2284024,Balia Sethy,10-Oct-2023 03:18 PM,Rejected-Finance,Rejected,16-Dec-2023 05:24 PM,16-Dec-2023,"INR 944,174.68",75.0,Ranjan Kumar Panda,16-Dec-2023 05:31 PM,281_59Aoc.pdf (452.00 KB),As per estimated rate,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Ranjan Kumar Panda,16-Dec-2023 05:21 PM,techsummary_463894.pdf (361.46 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,2284165,PRAFULLA CHANDRA DASA,10-Oct-2023 04:48 PM,Accepted-AOC,Accepted,16-Dec-2023 05:31 PM,,,,,,,,,,,,,,AOC
