S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Corrigendum Regarding DTCN revised,Other,,"Executive Officer,Nabarangpur Municipality","At - Nabarangpur Municipality, Nabarangpur.","16,425",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, GSTIN, PAN and Other Documents.",24-Aug-2023 11:00 AM,04-Sep-2023 11:00 AM,24-Aug-2023 11:00 AM,02-Sep-2023 05:00 PM,NA ,NA ,24-Aug-2023 11:00 AM,02-Sep-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,Construction of Paver Surface over Kutcha Road from Pattnaik Res to Venketas Res to Pintu Panda Res in Ward No 16,Please referee the Tender Documents,CIVIL WORK ,NA ,"16,42,518",Civil Works - Others,NA ,Tender,90.0,60.0,Nabarangpur,764059.0,NA ,NA ,NA ,Nabarangpur Municipality,No ,No,Municipal Bodies||Nabarangpur Municipality,EONM-03/2023-24(51),2023_ORULB_92969_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2231776,DAYANIDHI BHATARA,02-Sep-2023 04:30 PM,Accepted-AOC,As per the OPWD code bidder is qualified as L1 bidder,20-Dec-2023 02:05 PM,20-Dec-2023,"INR 1,626,092",60.0,Upendra Kumar Nayak,20-Dec-2023 02:04 PM,4701-W.pdf (388.00 KB),Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant, Nabarangpur",Upendra Kumar Nayak,20-Dec-2023 02:01 PM,techsummary_453260.pdf (1707.31 KB),Municipal Bodies||Nabarangpur Municipality,2023_ORULB_92969_44,EONM-03/2023-24(51),Construction of Paver Surface over Kutcha Road from Pattnaik Res to Venketas Res to Pintu Panda Res in Ward No 16,Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant, Nabarangpur",Upendra Kumar Nayak,20-Dec-2023 02:02 PM,finsummary_453260.pdf (1707.31 KB),Finance,All documents submitted as per bid,Upendra Kumar Nayak,20-Dec-2023 02:00 PM,finance_453260.pdf,BOQ Comparative Chart,1.0,2231776.0,DAYANIDHI BHATARA,INR,"1,626,092",AOC
,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2230609,MANOJ KUMAR BRAHMA,02-Sep-2023 03:32 AM,Rejected-AOC,disqualified,20-Dec-2023 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
