EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"8,729",Yes,fixed,,Nil,Nil,Municipal Bodies||Hinjilicut Municipal Council,HIN-MUN-01/2023-24,2023_ORULB_92718_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"Construction of Road from Nama Mandap to Hill ,Ward no 07, Under Hinjilicut Municipality","Construction of Road from Nama Mandap to Hill ,Ward no 07, Under Hinjilicut Municipality",Please refer Tender documents. ,NA ,"8,72,900",Civil Works - Others,NA ,Tender,60.0,60.0,HINJILICUT MUNICIPALITY,761102.0,NA ,NA ,NA ,HINJILICUT MUNICIPALITY,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"SCAN COPY OF PAN, GST, LICENSE, OTHER DOCUMENTS AND FINANCIAL DOCUMENTS AS MENTIONED IN DTCN","4,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER,HINJILICUT MUNICIPALITY,28-Aug-2023 11:00 AM,14-Sep-2023 11:00 AM,28-Aug-2023 11:00 AM,13-Sep-2023 05:00 PM,NA ,NA ,28-Aug-2023 11:00 AM,13-Sep-2023 05:00 PM,1.0,Corrigendum,Date,,AOC,1,2253472,BAPINI SETHY,13-Sep-2023 03:25 PM,Accepted-AOC,L1,14-Dec-2023 10:42 AM,"Chairman, Hinjilicut Municipality",Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Accountant, Hinjilicut Municipality",Jubulee Charan Behera,14-Dec-2023 10:38 AM,finsummary_450432.pdf (62.65 KB),Finance,2 nos. of bidder participated and document downloaded successfully.,Manas Ranjan Das,15-Sep-2023 03:40 PM,finance_450432.pdf,BOQ Comparative Chart,14-Dec-2023,"INR 872,844.35",60.0,Jubulee Charan Behera,14-Dec-2023 10:42 AM,AOC.pdf (75.00 KB),"Work awarded vide letter no. 3650, dt 9.10.2023 through P1 agreement.","Chairman, Hinjilicut Municipality",Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Accountant, Hinjilicut Municipality",Jubulee Charan Behera,14-Dec-2023 10:35 AM,techsummary_450432.pdf (321.84 KB),Municipal Bodies||Hinjilicut Municipal Council,2023_ORULB_92718_8,HIN-MUN-01/2023-24,"Construction of Road from Nama Mandap to Hill ,Ward no 07, Under Hinjilicut Municipality",1.0,2253472.0,BAPINI SETHY,INR,"872,844.35",AOC
,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOW,,,,,,,,,,,,,,,,,,,,AOC,2,2253658,Panchanan Das,13-Sep-2023 04:47 PM,Rejected-AOC,L2,14-Dec-2023 10:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
