Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Finance,TWO OFFERS ADMITTED,Bikash Chandra Samal,06-Jul-2023 02:56 PM,,BOQ Comparative Chart,EE RWSS,Internal,"AE RWSS , DAO RWSS",Bikash Kumar Pati,22-Dec-2023 11:40 AM,techsummary_441528.pdf (413.57 KB),1,2170322,M/s. Maa Trishakti Traders,28-Jun-2023 01:55 PM,Rejected-AOC,L2,22-Dec-2023 11:52 AM,Rural Water Supply and Sanitation||RWSS Circle Berhampur||RWSS Division Berhampur,2023_RWSS_89912_5,SERWSSBAM- 07 (B) / 2023-24,RPWS Point to village Tulu under Rangeilunda Block.,EE RWSS,Internal,AE RWSS DAO RWSS,Bikash Kumar Pati,22-Dec-2023 11:49 AM,finsummary_441528.pdf (224.97 KB),22-Dec-2023,"INR 665,574",60.0,Bikash Kumar Pati,22-Dec-2023 11:50 AM,AOCTulu.pdf (225.00 KB),1.0,2171793.0,United Electricals & Engineering Pvt. Ltd.,INR,"665,574",AOC,RPWS Point to village Tulu under Rangeilunda Block.,RPWS Point to village Tulu under Rangeilunda Block.,Please refer Tender documents. ,NA ,"7,05,000",Electrical Works,NA ,Tender,180.0,60.0,RPWS Point to village Tulu under Rangeilunda Block,760004.0,NA ,NA ,NA ,"O/o Superintending Engineer, RWSS",No ,No,"4,000",0.0,Nil,Nil,No,"7,050",Yes,percentage,1.0%,Nil,Nil,Rural Water Supply and Sanitation||RWSS Circle Berhampur||RWSS Division Berhampur,SERWSSBAM- 07 (B) / 2023-24,2023_RWSS_89912_5,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer , RWSS","Near Jarada Bunglow, Berhampur-760004",19-Jun-2023 02:00 PM,05-Jul-2023 11:00 AM,19-Jun-2023 02:00 PM,04-Jul-2023 05:00 PM,19-Jun-2023 02:00 PM ,01-Jul-2023 05:00 PM ,19-Jun-2023 02:00 PM,04-Jul-2023 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,ALL DOCUMENTS AS PER DTCN,AOC
,,,,,,,,,,,,2,2171793,United Electricals & Engineering Pvt. Ltd.,03-Jul-2023 03:27 PM,Accepted-AOC,ACCEPTED,22-Dec-2023 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITY,AOC
