Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
03-Jun-2023 10:00 AM,21-Jun-2023 09:00 AM,03-Jun-2023 11:00 AM,20-Jun-2023 05:30 PM,NA ,NA ,03-Jun-2023 11:00 AM,20-Jun-2023 05:30 PM,28-Sep-2023 09:00 AM,1.0,ICICI BANK,"3,04,992",No,fixed,,Nil,Nil,APPIONTMENT OF LEVEL-II TRANSPORT CONTRACTOR FOR TRANSPORTATION OF FOOD GRAINS FROM RRC CUM DSC TO FPS POINTS OF PAPADAHANDI BLOCK,TRANSPORTATION OF FOOD GRAINS FROM RRC CUM DSC TO FPS POINTS OF PAPADAHANDI BLOCK,AS PER DTCN ,NA ,,Handling and Transportation,NA ,Tender,45.0,666.0,PAPADAHANDI BLOCK,764071.0,OFFICE OF THE CSO CUM DM OSCSC LTD NABARANGAPUR ,OFFICE OF THE CSO CUM DM OSCSC LTD NABARANGAPUR AT/PO- NABARANGAPUR DIST- NABARANGAPUR PIN- 764059 ,08-Jun-2023 11:00 AM ,"COLLECTORATE, NABARANGAPUR",No ,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nawrangpur,595/01.06.2023,2023_OSCSC_89582_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,Extention of Date,Date,,CSO CUM DM OSCSC LTD NABARANGAPUR,OFFICE OF THE CSO CUM DM OSCSC LTD NABARANGAPUR AT/PO- NABARANGAPUR DIST- NABARANGAPUR PIN- 764059,1.0,Fee/PreQual/Technical,.pdf,DETAILED TENDER CALL NOTICE (DTCN),"5,900",0.0,Nil,Nil,No,AOC,01-Dec-2023,"INR 6,099,831",487.0,Sanjeeb Sahu,27-Dec-2023 08:01 PM,OfficeOrderCopy.pdf (591.00 KB),Collector-Cum-District Magistrate,Internal,,Sanjeeb Sahu,01-Nov-2023 06:45 PM,finsummary_440014.pdf (629.76 KB),Technical,12 numbers of bidders found,Nilu Maharana,23-Jun-2023 02:40 PM,,1,2163413,A DHANURJAYA NAIDU,20-Jun-2023 12:03 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:45 PM,Finance,financial bid opened,Nilu Maharana,28-Sep-2023 01:33 PM,,BOQ Comparative Chart,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nawrangpur,2023_OSCSC_89582_1,595/01.06.2023,APPIONTMENT OF LEVEL-II TRANSPORT CONTRACTOR FOR TRANSPORTATION OF FOOD GRAINS FROM RRC CUM DSC TO FPS POINTS OF PAPADAHANDI BLOCK,1.0,2163166.0,SRI K. RABI,INR,"5,185,466",Collector Cum District Magistrate,Internal,"DSWO Nabarangpur, DLO Nabarangpur, RTO Nabarangpur, CSO-cum-DM Nabarangpur",Sanjeeb Sahu,27-Sep-2023 08:55 PM,28-Sep-2023 09:00 AM,techsummary_440014.pdf (3726.98 KB),AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID (BOQ),,,,,,AOC,,,,,,,,,,,,,,,,,,2,2162759,BANDARU SRINIVAS,18-Jun-2023 09:38 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,2162797,BIMAL KUMAR JAIN,19-Jun-2023 05:47 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,2162848,G ANANTA MURTY,18-Jun-2023 08:40 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,2162073,HEMANT KUMAR CHOURASIYA,17-Jun-2023 04:48 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,2161539,PRAKASH CHANDRA MOHAPATRA,20-Jun-2023 01:24 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,2162308,PRASANNA KUMAR PATNAIK,20-Jun-2023 01:20 AM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,2163899,RANJANI RANJAN DASH,20-Jun-2023 02:45 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,2162772,SIVANAND BISSOI,19-Jun-2023 07:44 PM,Rejected-Finance,Not Selected in Lottery,01-Nov-2023 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,2163166,SRI K. RABI,19-Jun-2023 11:21 AM,Accepted-AOC,Winner of Transparent Lottery,27-Dec-2023 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
