Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"License / PAN / GST / Affidavit / Online Payment Confirmation Slip / Etc.,","10,000",0.0,Nil,Nil,No,"Construction of Office Building of DWO, Mayurbhanj","Construction of Office Building of DWO, Mayurbhanj",B ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,270.0,BARIPADA,757002.0,NA ,NA ,NA ,"ITDA, BARIPADA",No ,No,1,ICICI BANK,18-Sep-2023 10:00 AM,12-Oct-2023 11:00 AM,18-Sep-2023 10:00 AM,11-Oct-2023 05:30 PM,NA ,NA ,18-Sep-2023 10:00 AM,11-Oct-2023 05:30 PM,ST and SC Development Deptt||ITDA Baripada,ITDABPD-03/2023-24,2023_STSCD_94536_12,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"66,000",Yes,fixed,,Nil,Nil,"Project Administrator, ITDA, Baripada","Murgabadi, Baripada",AOC,ST and SC Development Deptt||ITDA Baripada,2023_STSCD_94536_12,ITDABPD-03/2023-24,"Construction of Office Building of DWO, Mayurbhanj","Collector and District Magistrate, Mayurbhanj",Internal,"PA, ITDA, Baripada / AEO (Tech, ZP, Mayurbhanj / AEE, ITDA, Baripada / AEs, ITDA, Baripada",LAMBODAR MAJHI,19-Dec-2023 07:49 PM,finsummary_462660.pdf,Finance,Subject to verification of Original Documents,LAMBODAR MAJHI,19-Dec-2023 07:43 PM,,19-Dec-2023,"INR 5,605,910.577",270.0,LAMBODAR MAJHI,19-Dec-2023 07:50 PM,TenderProceeding_03.pdf,"Collector and District Magistrate, Mayurbhanj",Internal,"PA, ITDA, Baripada / AEO (Tech, ZP, Mayurbhanj / AEE, ITDA, Baripada / AEs, ITDA, Baripada",LAMBODAR MAJHI,19-Dec-2023 07:45 PM,techsummary_462660.pdf,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
