Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
"Lika Sahu,Chairperson, Balangir Municipality",Internal,"Chairperson , Executive Officer, Municipal Engineer,Asst. Engineer, Junior Engineer, Balangir Municipality",Biswambhar Mishra,19-Oct-2023 08:12 AM,techsummary_458981.pdf (90.69 KB),27-Dec-2023,"INR 319,129.5",60.0,Biswambhar Mishra,27-Dec-2023 06:53 PM,WO0720232428.pdf (413.00 KB),"After approval of the tender Committee, the contractor Smt. Alka Dash is awarded the above work vide W/O No.5512 Dt.05.12.2023",1,2263101,ALAKA DASH,20-Sep-2023 06:09 PM,Accepted-AOC,L1,27-Dec-2023 06:53 PM,1.0,2263101.0,ALAKA DASH,INR,"319,129.5",Finance,2 Nos. of bidders have participated.,Biswambhar Mishra,03-Oct-2023 08:29 AM,,BOQ Comparative Chart,"Smt.Lika Sahu,Chairperson,Balangir Municipality",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Biswambhar Mishra,21-Dec-2023 06:52 PM,finsummary_458981.pdf (188.57 KB),Municipal Bodies||Balangir Municipality,2023_ORULB_93864_28,BLGR MPTY/07(01-125)/2023-24,"Improvement of Paver Road from Jagadananda Meher Res. to Rajib Meher Res.,W.No.5",AOC,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir","Improvement of Paver Road from Jagadananda Meher Res. to Rajib Meher Res.,W.No.5",Paver Road work,Please refer Tender Documents  ,NA ,"3,94,000",Civil Works - Roads,NA ,Tender,180.0,60.0,Balangir Municipality,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,"3,940",Yes,percentage,1.0%,Nil,Nil,1.0,1st CORRIGENDUM,Date,,"2,000",0.0,Nil,Nil,No,06-Sep-2023 09:00 AM,25-Sep-2023 11:00 AM,06-Sep-2023 09:00 AM,22-Sep-2023 05:00 PM,NA ,NA ,06-Sep-2023 09:00 AM,22-Sep-2023 05:00 PM,1,ICICI BANK,Municipal Bodies||Balangir Municipality,BLGR MPTY/07(01-125)/2023-24,2023_ORULB_93864_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,2,2264212,SUSANTA PANIGRAHI,21-Sep-2023 01:46 PM,Rejected-Finance,other then L1 Bidder,21-Dec-2023 06:52 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",AOC
