Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",26-Aug-2023 11:00 AM,08-Sep-2023 11:00 AM,26-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,NA ,NA ,26-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN","2,000",0.0,Nil,Nil,No,"Improvement of Road, Drain with Cover Slab from Ajaya Das res to Kandi Babu res, Rameswarnagar,W.No.7","Road, Drain with Cover Slab",Please refer Tender Documents  ,NA ,"5,00,000",Civil Works - Roads,NA ,Tender,180.0,60.0,Balangir Municipality,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,Municipal Bodies||Balangir Municipality,BLGR MPTY/06(01-75)/2023-24,2023_ORULB_93291_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,000",Yes,fixed,,Nil,Nil,AOC,24-Dec-2023,"INR 422,248.09",60.0,Biswambhar Mishra,27-Dec-2023 06:28 PM,WO0620232417.pdf (413.00 KB),"After approval of the tender Committee, the contractor Sri Jagannath Mishra is awarded the above work vide W/O No.5201 Dt.23.11.2023",1,2240892,JAGANNATH MISHRA,06-Sep-2023 11:02 PM,Accepted-AOC,L1,27-Dec-2023 06:28 PM,"Lika Sahu, Chairperson, Balangir Municipality",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Biswambhar Mishra,19-Oct-2023 02:21 PM,techsummary_455020.pdf (90.75 KB),"Smt.Lika Sahu,Chairperson,Balangir Municipality",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Biswambhar Mishra,21-Dec-2023 07:14 PM,finsummary_455020.pdf (187.92 KB),Municipal Bodies||Balangir Municipality,2023_ORULB_93291_17,BLGR MPTY/06(01-75)/2023-24,"Improvement of Road, Drain with Cover Slab from Ajaya Das res to Kandi Babu res, Rameswarnagar,W.No.7",1.0,2240892.0,JAGANNATH MISHRA,INR,"422,248.09",Finance,2 Nos. of bidders are participated,Biswambhar Mishra,15-Sep-2023 06:28 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2242318,SRI KAMBU NAG,07-Sep-2023 01:47 PM,Rejected-Finance,other then L1 Bidder,21-Dec-2023 07:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
