EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,150",Yes,fixed,,Nil,Nil,Municipal Bodies||G.Udayagiri NAC,GUDGR-NAC-05/2023-24,2023_ORULB_92724_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,1.0,Corrigendum,Date,,21-Aug-2023 09:00 AM,02-Sep-2023 10:00 AM,21-Aug-2023 09:00 AM,01-Sep-2023 05:00 PM,NA ,NA ,21-Aug-2023 09:00 AM,01-Sep-2023 05:00 PM,"4,000",0.0,Nil,Nil,Yes,"Const. of Paver Block Road from Balupanga Road to U.P. School Ballupanga, Ward No.13 of N.A.C. G.Udayagiri","Const. of Paver Block Road from Balupanga Road to U.P. School Ballupanga, Ward No.13 of N.A.C. G.Udayagiri",Please refer Tender documents. ,NA ,"6,15,000",Civil Works - Roads,NA ,Tender,45.0,45.0,NAC G.UDAYAGIRI,762100.0,NA ,NA ,NA ,NAC G.UDAYAGIRI,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd. License, PAN, GST, Affidavit other Doc. as per DTCN",EXECUTIVE OFFICER,NAC G.UDAYAGIRI,AOC,21-Dec-2023,"INR 614,385",45.0,Itishree Sarangi,21-Dec-2023 04:12 PM,workorder14.pdf (922.00 KB),Lowest Bidder,1,2225828,BHARATI BAG,30-Aug-2023 10:35 PM,Rejected-Finance,Not L1 Bidder,21-Dec-2023 04:11 PM,"Executive Officer, Chairperson, B.D.O., M.E., Sr. Asst., Accountant, MIS, Councillors",Internal,"Executive Officer, Chairperson, B.D.O., M.E., Sr. Asst., Accountant, MIS, Councillors",Itishree Sarangi,21-Dec-2023 04:08 PM,techsummary_450748.pdf (809.29 KB),"Executive Officer, Chairperson, B.D.O., M.E., Sr. Asst., Accountant, MIS, Councillors",Internal,"Executive Officer, Chairperson, B.D.O., M.E., Sr. Asst., Accountant, MIS, Councillors",Itishree Sarangi,21-Dec-2023 04:11 PM,finsummary_450748.pdf (922.40 KB),Municipal Bodies||G.Udayagiri NAC,2023_ORULB_92724_14,GUDGR-NAC-05/2023-24,"Const. of Paver Block Road from Balupanga Road to U.P. School Ballupanga, Ward No.13 of N.A.C. G.Udayagiri",1.0,2226317.0,DEEPAK PRADHAN,INR,"614,385",Finance,Technical Bid has been opened on dt.04.09.2023,Itishree Sarangi,21-Dec-2023 04:07 PM,finance_450748.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,2,2226317,DEEPAK PRADHAN,31-Aug-2023 10:59 AM,Accepted-AOC,L1 L1,21-Dec-2023 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
