Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Paver Road from sinkalpushi road to chamar pada in Ward No-10,Construction of Paver Road from sinkalpushi road to chamar pada in Ward No-10,As per NIT ,NA ,"9,06,931",Civil Works - Roads,NA ,Tender,105.0,45.0,Ward no-10,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,22-Aug-2023 10:00 AM,02-Sep-2023 10:00 AM,22-Aug-2023 10:00 AM,01-Sep-2023 05:30 PM,22-Aug-2023 10:00 AM ,01-Sep-2023 05:00 PM ,22-Aug-2023 10:00 AM,01-Sep-2023 05:30 PM,EO NAC KUCHINDA,NAC KUCHINDA,1,ICICI BANK,"9,069",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Kuchinda NAC,KCDA/NAC-4/2023-24,2023_ORULB_92881_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,AOC,Pradyut Kumar Mohanty,Internal,"Gourav Pradhan,P Sawanya,Barun Kumar Sa",Barun Kumar Sa,07-Dec-2023 06:37 PM,finsummary_451511.pdf (583.77 KB),Municipal Bodies||Kuchinda NAC,2023_ORULB_92881_32,KCDA/NAC-4/2023-24,Construction of Paver Road from sinkalpushi road to chamar pada in Ward No-10,1.0,2228171.0,SUBHANSU KUMAR PATTNAIK,INR,"906,930.58",Finance,Admitted,Barun Kumar Sa,27-Sep-2023 01:27 PM,finance_451511.pdf,BOQ Comparative Chart,1,2229046,GOBINDA SAHOO,01-Sep-2023 02:51 PM,Rejected-AOC,Unsuccessful Lottery system,07-Dec-2023 06:38 PM,07-Dec-2023,"INR 906,930.58",45.0,Barun Kumar Sa,07-Dec-2023 06:38 PM,1722.pdf (670.00 KB),Work order,Pradyut Kumar Mohanty,Internal,"Gourav Pradhan,P Sawanya,Barun Kumar Sa",Barun Kumar Sa,07-Dec-2023 06:16 PM,techsummary_451511.pdf (583.77 KB),AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2228171,SUBHANSU KUMAR PATTNAIK,01-Sep-2023 03:16 PM,Accepted-AOC,successful Lottery system,07-Dec-2023 06:38 PM,,,,,,,,,,,,,,AOC
