Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
EO CP ME AE,Internal,EO CP ME AE,Pranabananda Sahu,05-Dec-2023 06:02 PM,techsummary_460987.pdf (370.26 KB),05-Dec-2023,"INR 2,587,795",60.0,Pranabananda Sahu,05-Dec-2023 06:07 PM,WO0826.pdf (375.00 KB),1,2264503,Ananta Nayak,21-Sep-2023 01:20 PM,Rejected-Finance,L2,05-Dec-2023 06:06 PM,1.0,2264628.0,SAROJ KUMAR BEHERA,INR,"1,973,961.6",Finance,Tender opened successfully,Pranabananda Sahu,22-Sep-2023 01:40 PM,,BOQ Comparative Chart,EO CP ME AE,Internal,EO CP ME AE,Pranabananda Sahu,05-Dec-2023 06:06 PM,finsummary_460987.pdf (370.26 KB),Municipal Bodies||Balasore Municipality,2023_ORULB_94222_26,BM_08_2023_24,Repair of Road and Drain from Budhi Mangala to Nayak sahi Road in Ward No 05 under Balasore Municipality,AOC,Municipal Bodies||Balasore Municipality,BM_08_2023_24,2023_ORULB_94222_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair of Road and Drain from Budhi Mangala to Nayak sahi Road in Ward No 05 under Balasore Municipality,Repair of Road and Drain from Budhi Mangala to Nayak sahi Road in Ward No 05 under Balasore Municipality,Please refer Tender documents. ,NA ,"21,93,047",Civil Works - Others,NA ,Tender,90.0,60.0,BALASORE MUNICIPALITY,756003.0,NA ,NA ,NA ,BALASORE MUNICIPALITY,No ,No,1.0,ICICI BANK,13-Sep-2023 01:00 PM,22-Sep-2023 11:00 AM,13-Sep-2023 01:00 PM,21-Sep-2023 05:00 PM,NA ,NA ,13-Sep-2023 01:00 PM,21-Sep-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER,BALASORE MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"21,930",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,2,2264628,SAROJ KUMAR BEHERA,21-Sep-2023 01:47 PM,Accepted-AOC,WO,05-Dec-2023 06:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,3,2263881,SRIMANTA MAJHI,21-Sep-2023 10:32 AM,Rejected-AOC,L1,05-Dec-2023 06:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
