EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"14,585",Yes,fixed,,Nil,Nil,Construction of paver road from Lawer chudamani house to Rama biswal house in Ward No. 15,Construction of paver road from Lawer chudamani house to Rama biswal house in Ward No. 15,Please refer Tender documents. ,NA ,"14,58,475",Civil Works - Others,NA ,Tender,90.0,45.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,25-Aug-2023 11:00 AM,08-Sep-2023 10:00 AM,25-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,Municipal Bodies||Bhawanipatna Municipality,BPM/03/2023-24,2023_ORULB_93128_42,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,AOC,Municipal Bodies||Bhawanipatna Municipality,2023_ORULB_93128_42,BPM/03/2023-24,Construction of paver road from Lawer chudamani house to Rama biswal house in Ward No. 15,CP,Internal,,Chinmaya Kumar Nayak,14-Dec-2023 05:52 AM,finsummary_453994.pdf (816.60 KB),Finance,ACCEPTED,Chinmaya Kumar Nayak,11-Dec-2023 10:23 PM,,BOQ Comparative Chart,1.0,2237999.0,SUDHIR KUMAR PANIGRAHI,INR,"1,239,848.32",14-Dec-2023,"INR 1,239,848.32",45.0,Chinmaya Kumar Nayak,14-Dec-2023 05:53 AM,PROCEEDINGWBM.pdf (817.00 KB),1,2239070,HARISH CHANDRA PRADHAN,07-Sep-2023 12:06 PM,Rejected-AOC,L2,14-Dec-2023 05:54 AM,CP,Internal,,Chinmaya Kumar Nayak,11-Dec-2023 10:40 PM,techsummary_453994.pdf (816.60 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2240758,PRATIK BHANSALI,07-Sep-2023 03:00 PM,Rejected-Finance,BY THE TENDER COMMITTEE,14-Dec-2023 05:52 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2237999,SUDHIR KUMAR PANIGRAHI,06-Sep-2023 01:32 AM,Accepted-AOC,AWARDED,14-Dec-2023 05:54 AM,,,,,,,AOC
