Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
SEDAOAEEAE,Internal,SEDAOAEEAE,Hemanta Kumar Barik,29-Dec-2023 08:44 PM,finsummary_443744.pdf (575.77 KB),Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division Sundergarh,2023_RWSS_90545_6,Bid Identification No. 04 of 2023.24,Supply of Drinking Water with PVC Tank2 nos at Patrapali village near Schoolpada and near Chaitu House of Gopalpur GP under Hemgir Block. (Installation of Solar dual pump including laying of HDPE pipe) as per reference proposal no-11,29-Dec-2023,"INR 1,293,816.27",120.0,Hemanta Kumar Barik,29-Dec-2023 08:45 PM,TCN4ID06.pdf (576.00 KB),Work order copy,1.0,2184008.0,PRADEEP KUMAR SAHOO,INR,"1,293,816.27",Finance,Evaluation Copy,Bailochan Bhoi,16-Sep-2023 01:31 PM,finance_443744.pdf,BOQ Comparative Chart,1,2185318,ANIT KUMAR NAIK,24-Jul-2023 11:31 PM,Rejected-AOC,Lowest,29-Dec-2023 08:46 PM,SEDAOAEEAE,Internal,SEDAOAEEAE,Bailochan Bhoi,16-Sep-2023 01:32 PM,techsummary_443744.pdf (535.27 KB),AOC,"6,000",0.0,Nil,Nil,No,14-Jul-2023 10:00 AM,26-Jul-2023 11:00 AM,14-Jul-2023 10:00 AM,25-Jul-2023 05:00 PM,14-Jul-2023 10:00 AM ,25-Jul-2023 05:00 PM ,14-Jul-2023 10:00 AM,25-Jul-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper cost, EMD, Licence, GST, PAN, Affidavit , Schedule-A , machinery etc.",1.0,ICICI BANK,Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division Sundergarh,Bid Identification No. 04 of 2023.24,2023_RWSS_90545_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Supply of Drinking Water with PVC Tank2 nos at Patrapali village near Schoolpada and near Chaitu House of Gopalpur GP under Hemgir Block. (Installation of Solar dual pump including laying of HDPE pipe) as per reference proposal no-11,Supply of Drinking Water with PVC Tank2 nos at Patrapali village near Schoolpada and near Chaitu House of Gopalpur GP under Hemgir Block. (Installation of Solar dual pump including laying of HDPE pipe) as per reference proposal no-11,Please refer Tender documents. ,NA ,"15,21,958",Civil Works - Water Works,NA ,Tender,90.0,120.0,Sundargarh,770001.0,NA ,NA ,NA ,"O/O the SE , RWS and S Division, Sundargarh",No ,No,"15,220",Yes,percentage,1.0%,Nil,Nil,"SE , RWS and S Division, Sundargarh","O/O the SE , RWS and S Division, Sundargarh",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2185658,BIBHUTI BHUSAN NAIK,25-Jul-2023 12:45 PM,Rejected-AOC,Lowest,29-Dec-2023 08:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2183579,DEELIP KUMAR SARANGI,23-Jul-2023 10:01 AM,Rejected-Technical,Minimum requirement of T and P invoice not submitted,16-Sep-2023 01:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2185958,Kailash Kumar Agrawal,25-Jul-2023 04:09 PM,Rejected-AOC,Lowest,29-Dec-2023 08:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2184008,PRADEEP KUMAR SAHOO,24-Jul-2023 07:46 PM,Accepted-AOC,1st Lowest,29-Dec-2023 08:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
