S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
1.0,2224088.0,PUSPANJALI BABU,INR,"641,214.9",Finance,ACCEPTED,Chinmaya Kumar Nayak,06-Dec-2023 07:57 AM,,BOQ Comparative Chart,CP,Internal,,Chinmaya Kumar Nayak,13-Dec-2023 07:55 AM,finsummary_453614.pdf (816.60 KB),Municipal Bodies||Bhawanipatna Municipality,2023_ORULB_93128_18,BPM/03/2023-24,Construction of paver road from dr. pp nayak road in word no -16,CP,Internal,,Chinmaya Kumar Nayak,13-Dec-2023 07:50 AM,techsummary_453614.pdf (816.60 KB),1,2235145,BUKHARI FAKIR KHAN,06-Sep-2023 12:51 AM,Rejected-Finance,L3,13-Dec-2023 07:55 AM,13-Dec-2023,"INR 641,214.9",45.0,Chinmaya Kumar Nayak,13-Dec-2023 07:55 AM,PROCEEDINGWBM.pdf (817.00 KB),AOC,Municipal Bodies||Bhawanipatna Municipality,BPM/03/2023-24,2023_ORULB_93128_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","4,000",0.0,Nil,Nil,No,"7,542",Yes,fixed,,Nil,Nil,Construction of paver road from dr. pp nayak road in word no -16,Construction of paver road from dr. pp nayak road in word no -16,Please refer Tender documents. ,NA ,"7,54,282",Civil Works - Others,NA ,Tender,90.0,45.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,25-Aug-2023 11:00 AM,08-Sep-2023 10:00 AM,25-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2224088,PUSPANJALI BABU,30-Aug-2023 09:23 AM,Accepted-AOC,AWARDED,13-Dec-2023 07:56 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2239771,Santosh Kumar Panigrahi,06-Sep-2023 07:31 PM,Rejected-AOC,L2,13-Dec-2023 07:56 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
