Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EO ME AE CP,Internal,EO ME AE CP,Pranabananda Sahu,04-Dec-2023 05:41 PM,techsummary_460976.pdf (209.16 KB),1,2263419,Debendra Tarai,21-Sep-2023 08:44 AM,Accepted-AOC,L1,04-Dec-2023 06:00 PM,04-Dec-2023,"INR 1,534,317",60.0,Pranabananda Sahu,04-Dec-2023 05:58 PM,WO0822.pdf (157.00 KB),Finance,Tender opened successfully,Pranabananda Sahu,22-Sep-2023 01:23 PM,,BOQ Comparative Chart,1.0,2263419.0,Debendra Tarai,INR,"1,232,655.01",Municipal Bodies||Balasore Municipality,2023_ORULB_94222_22,BM_08_2023_24,Const. of BT road and Drain from Arikhita Sethi House to Pravakar Das House in ward No 07 under Balasore Municipality,EO ME AE CP,Internal,EO ME AE CP,Pranabananda Sahu,04-Dec-2023 05:57 PM,finsummary_460976.pdf (209.16 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Balasore Municipality,BM_08_2023_24,2023_ORULB_94222_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Sep-2023 01:00 PM,22-Sep-2023 11:00 AM,13-Sep-2023 01:00 PM,21-Sep-2023 05:00 PM,NA ,NA ,13-Sep-2023 01:00 PM,21-Sep-2023 05:00 PM,EXECUTIVE OFFICER,BALASORE MUNICIPALITY,"6,000",0.0,Nil,Nil,No,"13,003",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,Const. of BT road and Drain from Arikhita Sethi House to Pravakar Das House in ward No 07 under Balasore Municipality,Const. of BT road and Drain from Arikhita Sethi House to Pravakar Das House in ward No 07 under Balasore Municipality,Please refer Tender documents. ,NA ,"13,00,269",Civil Works - Others,NA ,Tender,90.0,60.0,BALASORE MUNICIPALITY,756003.0,NA ,NA ,NA ,BALASORE MUNICIPALITY,No ,No,AOC
,,,,,,2,2263118,NANDA KISHORE RATH,21-Sep-2023 02:05 PM,Rejected-AOC,L2,04-Dec-2023 06:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
