Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||POTTANGI Block,2023_PBPOT_95766_4,03/2023-24,Construction of C.C. Road with Paver Block at Digugabdar Village.,1.0,2303635.0,G Koteswar Rao,INR,"1,068,779",BDO,Internal,BDO AEE JE SO GPEO,SUKANTA KUMAR PATNAIK,06-Nov-2023 01:33 PM,06-Nov-2023 01:35 PM,techsummary_468289.pdf (887.03 KB),BDO POTTANGI,Internal,"AEE,SO,GPEO,JE",SUKANTA KUMAR PATNAIK,18-Dec-2023 12:56 PM,finsummary_468289.pdf (887.03 KB),18-Dec-2023,"INR 1,068,779",90.0,SUKANTA KUMAR PATNAIK,18-Dec-2023 01:02 PM,TENDER4AOC.pdf (20947.00 KB),One Sri G Koteswar Rao C Class Contractor has been selected as L1 bidder during lottery process as all the bidders have quoted same rate,1,2301105,Balabhadra Khillo,03-Nov-2023 03:24 PM,Rejected-AOC,Rejected/NA,18-Dec-2023 01:03 PM,Technical,admitted,SUKANTA KUMAR PATNAIK,06-Nov-2023 01:28 PM,technical_468289.pdf,Finance,go to lottery,SUKANTA KUMAR PATNAIK,06-Nov-2023 03:09 PM,finance_468289.pdf,BOQ Comparative Chart,AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Bid Document Cost,EMD,Contractors RC, PAN,GSTIN, IT and GST Return and other documents as per IFB.","13,000",Yes,fixed,,Nil,Nil,Construction of C.C. Road with Paver Block at Digugabdar Village.,Construction of C.C. Road with Paver Block at Digugabdar Village.,Please Refer Invitation for Bid (IFB) ,NA ,"12,57,239",Civil Works - Roads,NA ,Tender,90.0,90.0,Digugabdar,764039.0,NA ,NA ,NA ,"O/o the Panchayat Samiti, Pottangi",No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||POTTANGI Block,03/2023-24,2023_PBPOT_95766_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,Block Development Officer,"At-Panchayat Samiti,Pottangi, Post/PS- Pottangi, District-Koraput.",19-Oct-2023 10:00 AM,04-Nov-2023 11:30 AM,19-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,19-Oct-2023 10:00 AM ,03-Nov-2023 05:00 PM ,19-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,06-Nov-2023 01:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2303635,G Koteswar Rao,02-Nov-2023 10:45 PM,Accepted-AOC,L1 bidder during lottery process,18-Dec-2023 01:03 PM,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Percentage Bill of Quantities (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2303454,Kamulu Singarap,01-Nov-2023 08:34 PM,Rejected-Technical,documents not submitted,06-Nov-2023 01:33 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2301767,KEDAR NATHA BHOI,02-Nov-2023 09:40 PM,Rejected-AOC,L2 bidder during lottery process,18-Dec-2023 01:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2303460,NAPERI RABI,01-Nov-2023 06:45 PM,Rejected-Technical,documents not submitted,06-Nov-2023 01:33 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2304542,SIKENDRA BHATRA,03-Nov-2023 11:56 AM,Rejected-AOC,Rejected/NA,18-Dec-2023 01:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2305237,SUMIT SEMARLIA,03-Nov-2023 02:04 PM,Rejected-AOC,Rejected/NA,18-Dec-2023 01:03 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2304753,SUSANTA KUMAR BANKA,03-Nov-2023 11:04 AM,Rejected-Technical,documents not submitted,06-Nov-2023 01:33 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
