S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2320322.0,AD9 SYNTHETIC & SPORTS (P) LTD.,INR,"29,867,264",Orissa State Police Housing and Welfare Corporation Ltd,2023_OSPHW_96410_3,20/OPHWC/2023-24,"Development of Play Ground at- Indira Maidan, Nilakantha Nagar, Nayapalli, Bhubaneswar , Khurdha",AS PER TC MINUTES,Internal,AS PER TC MINUTES,DURGA CHARANA MISHRA,23-Nov-2023 07:52 PM,24-Nov-2023 11:00 AM,techsummary_470693.pdf (118.81 KB),21-Dec-2023,"INR 29,867,264",120.0,Bikram Keshari Malla,21-Dec-2023 12:53 PM,ACCIP.pdf (302.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 11.12.2023,AS PER ACCEPTANCE LETTER,Internal,AS PER ACCEPTANCE LETTER,Bikram Keshari Malla,21-Dec-2023 12:51 PM,finsummary_470693.pdf (754.88 KB),1,2320322,AD9 SYNTHETIC & SPORTS (P) LTD.,18-Nov-2023 04:21 PM,Accepted-AOC,QUALIFIED BIDDER,21-Dec-2023 12:53 PM,Technical,FIVE BIDDER HAVE PARICIPATE,Bikram Keshari Malla,20-Nov-2023 12:00 PM,,Finance,FINANCIAL BID OPEN AND COMPARATIVE GENERATED,Bikram Keshari Malla,24-Nov-2023 11:33 AM,,BOQ Comparative Chart,AOC,"Development of Play Ground at- Indira Maidan, Nilakantha Nagar, Nayapalli, Bhubaneswar , Khurdha",Building/Road/ Play Ground Work,Please refer Tender documents  ,NA ,"3,14,35,916",Civil Works - Buildings,NA ,Tender,90.0,120.0,Khurdha,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,ICICI BANK,1.0,GPS CO-ORDINATES,Other,,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","3,14,400",Yes,fixed,,Nil,Nil,Orissa State Police Housing and Welfare Corporation Ltd,20/OPHWC/2023-24,2023_OSPHW_96410_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,04-Nov-2023 06:55 PM,20-Nov-2023 11:00 AM,04-Nov-2023 06:55 PM,18-Nov-2023 05:00 PM,04-Nov-2023 06:55 PM ,08-Nov-2023 05:00 PM ,04-Nov-2023 06:55 PM,18-Nov-2023 05:00 PM,24-Nov-2023 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2321208,AJAY KUMAR MOHANTY,18-Nov-2023 03:56 PM,Rejected-Finance,DUE TO L1 BIDDER BUT BUT GET MORE TIME FOR WORK COMPLETED,21-Dec-2023 12:51 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2318779,AJAY PRADHAN,17-Nov-2023 04:17 PM,Rejected-Technical,Non-securing qualifying marks in Point of Presentation as per DTCN cl. 110(m).,23-Nov-2023 07:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2320247,ROUTRAY DEVELOPER,18-Nov-2023 12:39 PM,Rejected-Technical,Non-securing qualifying marks in Point of Presentation as per DTCN cl. 110(m).,23-Nov-2023 07:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2321065,SOUMIT PANDA,18-Nov-2023 03:35 PM,Rejected-Technical,Non-securing qualifying marks in Point of Presentation as per DTCN cl. 110(m).,23-Nov-2023 07:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
