Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
"Collector, Sundargarh",Internal,"AEE, ITDA, Sundargarh, SE, MI Division, Sundargarh, PA, ITDA, Sundargarh",SHARAT KUMAR MAJHI,05-Oct-2023 10:39 PM,06-Oct-2023 03:00 PM,techsummary_454112.pdf (703.61 KB),Finance,bid opened,SHARAT KUMAR MAJHI,06-Oct-2023 08:20 PM,finance_454112.pdf,BOQ Comparative Chart,15-Nov-2023,"INR 18,616,886.47",334.0,SHARAT KUMAR MAJHI,25-Dec-2023 07:11 PM,BOYSRGPUR.pdf (550.00 KB),AOC,1,2237879,AMIT KUMAR ROUT,05-Sep-2023 06:18 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:11 PM,1.0,2241501.0,PRABIR KUMAR SAMAL,INR,"18,616,886.47",Technical,Technical Bid Opened,SHARAT KUMAR MAJHI,11-Sep-2023 02:10 PM,technical_454112.pdf,ST and SC Development Deptt||ITDA Sundergarh,2023_STSCD_92953_19,ITDASNG-01/2023-2024,Construction of 100 seated composite Urban Modern Hostel (Boys) at Rajgangpur in Rajgangpur Block,"Collector, Sundargarh",Internal,"AEE, ITDA, Sundargarh, SE, MI Division, Sundargarh, PA, ITDA, Sundargarh",SHARAT KUMAR MAJHI,18-Oct-2023 08:46 PM,finsummary_454112.pdf (420.69 KB),AOC,"10,000",0.0,Nil,Nil,No,Construction of 100 seated composite Urban Modern Hostel (Boys) at Rajgangpur in Rajgangpur Block,Construction of 100 seated composite Urban Modern Hostel (Boys) at Rajgangpur in Rajgangpur Block,Please refer Tender documents. ,NA ,"2,18,99,643",Civil Works - Buildings,NA ,Tender,90.0,334.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, Sundargarh",No ,No,25-Aug-2023 11:00 AM,08-Sep-2023 11:00 AM,25-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,06-Oct-2023 03:00 PM,"2,18,996",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"License, PAN Card, GSTIIN and other documents as per DTCN","Project Administrator, ITDA, Sundargarh","ITDA, SUNDARGARH",ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-01/2023-2024,2023_STSCD_92953_19,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,2,2240377,ASHISH KUMAR SAMAL,06-Sep-2023 07:14 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,3,2241896,BIKRAM BAG,07-Sep-2023 12:25 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2243356,DEEPAK KUMAR MISHRA,07-Sep-2023 04:15 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2234543,HIMANCHAL CHOUDHURY,04-Sep-2023 02:30 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2232620,JAY PRAKASH SAHOO,03-Sep-2023 12:36 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2237060,KAILASH CHANDRA SAMAL,05-Sep-2023 01:54 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2235745,MAYANK PUROHIT,04-Sep-2023 10:37 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2241501,PRABIR KUMAR SAMAL,07-Sep-2023 10:32 AM,Accepted-AOC,QUALIFIED,25-Dec-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2232499,RAJKISHOR MAHANANDIA,03-Sep-2023 11:57 AM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
