Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
"GM, Sewerage, WATCO, Cuttack",Internal,,N. Ashok Kumar Choudhury,05-Dec-2023 01:08 PM,finsummary_458566.pdf (400.01 KB),WATCO Bhubaneswar||Director (Operation) Watco||WATCO Sewerage Division Cuttack,2023_WSDC_93828_1,GM-WATCO-Sewerage-05/2023-24 dtd.28.08.2023,"Construction of the house connections to the sewerage system, Cuttack in Zone-6D/G-53/W-54/NEHERU PALLI",05-Dec-2023,"INR 4,122,844",120.0,N. Ashok Kumar Choudhury,05-Dec-2023 01:10 PM,AOC-G53.PDF (355.00 KB),1.0,2256482.0,NIROD MALLIK,INR,"4,122,844",Finance,7 Nos. Bidders participated.,N. Ashok Kumar Choudhury,21-Sep-2023 11:51 AM,,BOQ Comparative Chart,1,2258310,DEBAKANTA MALLICK,16-Sep-2023 11:43 AM,Rejected-AOC,L1,05-Dec-2023 01:11 PM,"GM, Sewerage, WATCO, Cuttack",Internal,,N. Ashok Kumar Choudhury,05-Dec-2023 01:02 PM,techsummary_458566.pdf (496.95 KB),AOC,05-Sep-2023 11:00 AM,18-Sep-2023 11:00 AM,05-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,05-Sep-2023 11:00 AM ,14-Sep-2023 05:00 PM ,05-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,"49,000",Yes,fixed,,Nil,Nil,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Sewerage Division Cuttack,GM-WATCO-Sewerage-05/2023-24 dtd.28.08.2023,2023_WSDC_93828_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of the house connections to the sewerage system, Cuttack in Zone-6D/G-53/W-54/NEHERU PALLI","Construction of the house connections to the sewerage system, Cuttack in Zone-6D/G-53/W-54/NEHERU PALLI",Please refer Tender documents. ,NA ,"48,50,000",Civil Works - Others,NA ,Tender,120.0,120.0,Cuttack,753004.0,NA ,NA ,NA ,"General Manager, Sewerage, WATCO, Cuttack",No ,No,"7,080",Nil,Nil,No,"General Manager, Sewerage, WATCO, Cuttack","General Manager, Sewerage, WATCO, Cuttack",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd. Certificate, PAN, GST, Affidavits and other documents as per DTCN.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2251540,EUREKA TRADERS BUREAU,15-Sep-2023 04:46 PM,Rejected-AOC,L2,05-Dec-2023 01:11 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2258165,NIHAR RANJAN MALLICK,16-Sep-2023 10:10 AM,Rejected-AOC,L3,05-Dec-2023 01:11 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2256482,NIROD MALLIK,15-Sep-2023 12:01 PM,Accepted-AOC,L1. Awarded through Lottery Process.,05-Dec-2023 01:11 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2257972,PRASANNA KUMAR SAHU,16-Sep-2023 11:36 AM,Rejected-AOC,L1,05-Dec-2023 01:11 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2257306,RAJESH KUMAR SETHY,15-Sep-2023 04:06 PM,Rejected-AOC,L1,05-Dec-2023 01:11 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2255378,SATYABRATA SWAIN,14-Sep-2023 04:19 PM,Rejected-AOC,L1,05-Dec-2023 01:11 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
