S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,ICICI BANK,Construction of Paver Block Road from Senapati House to Akhay Pradhan House In Ward No - 05 (Part- 01),Construction of Paver Block Road from Senapati House to Akhay Pradhan House In Ward No - 05 (Part- 01),Please refer Tender documents. ,NA ,"15,57,856",Civil Works - Others,NA ,Tender,90.0,60.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,Pattamundai Municipality,No ,No,"15,579",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Document as per DTCN,24-Aug-2023 06:55 PM,04-Sep-2023 12:00 PM,24-Aug-2023 06:55 PM,04-Sep-2023 11:00 AM,24-Aug-2023 06:55 PM ,02-Sep-2023 05:00 PM ,24-Aug-2023 06:55 PM,04-Sep-2023 11:00 AM,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,PATTAMUNDAI,Municipal Bodies||Pattamundai Municipality,PM_03/2023-24,2023_ORULB_92942_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2231066,Mr.Paresh Chandra Jena,02-Sep-2023 12:48 PM,Accepted-AOC,The Bidder was selected as L1 because he quoted lowest rate than other bidders,14-Dec-2023 04:38 PM,14-Dec-2023,"INR 1,829,082",60.0,Ajit Narayanprasad Giri,14-Dec-2023 04:36 PM,AOC.pdf (75.00 KB),HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,14-Dec-2023 04:33 PM,techsummary_453386.pdf (66.06 KB),Municipal Bodies||Pattamundai Municipality,2023_ORULB_92942_29,PM_03/2023-24,Construction of Paver Block Road from Senapati House to Akhay Pradhan House In Ward No - 05 (Part- 01),HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,14-Dec-2023 04:35 PM,finsummary_453386.pdf (67.73 KB),Finance,ok,Ajit Narayanprasad Giri,08-Sep-2023 05:06 PM,,BOQ Comparative Chart,1.0,2231066.0,Mr.Paresh Chandra Jena,INR,"1,550,069.98",AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2229290,SRIKANTA SWAIN,01-Sep-2023 08:39 PM,Rejected-AOC,L2,14-Dec-2023 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
