Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||POTTANGI Block,2023_PBPOT_95766_2,03/2023-24,Construction of vented cause way submergigble on the road from RD road to Jhankarvalsa.,1.0,2299769.0,SUNADHAR KHILLO,INR,"3,581,094",BDO,Internal,BDO AEE JE SO GPEO,SUKANTA KUMAR PATNAIK,06-Nov-2023 12:58 PM,06-Nov-2023 01:00 PM,techsummary_468282.pdf (887.03 KB),18-Dec-2023,"INR 3,581,094",180.0,SUKANTA KUMAR PATNAIK,18-Dec-2023 11:47 AM,TENDER2AOC.pdf (38140.00 KB),One Sri Sunadhar Khillo B Class Contractor has been selected as L1 bidder during lottery process as all the bidders have quoted same rate,BDO POTTANGI,Internal,"AEEPOTTANGI AEESEMILIGUDA, SOPOTTANGI, GPEOPOTTANGI, JEKOTIA, JESOMBAI",SUKANTA KUMAR PATNAIK,18-Dec-2023 11:35 AM,finsummary_468282.pdf (887.03 KB),1,2303874,Biswojit Garada,02-Nov-2023 12:58 PM,Rejected-AOC,REJECTED/NA,18-Dec-2023 11:51 AM,Technical,admitted,SUKANTA KUMAR PATNAIK,06-Nov-2023 12:54 PM,technical_468282.pdf,Finance,go for lottery,SUKANTA KUMAR PATNAIK,06-Nov-2023 02:24 PM,finance_468282.pdf,BOQ Comparative Chart,AOC,19-Oct-2023 10:00 AM,04-Nov-2023 11:30 AM,19-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,19-Oct-2023 10:00 AM ,03-Nov-2023 05:00 PM ,19-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,06-Nov-2023 01:00 PM,"43,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Bid Document Cost,EMD,Contractors RC, PAN,GSTIN, IT and GST Return and other documents as per IFB.","6,000",Nil,Nil,No,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||POTTANGI Block,03/2023-24,2023_PBPOT_95766_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Required class of contractor has been modified to B class contractor,Other,,Block Development Officer,"At-Panchayat Samiti,Pottangi, Post/PS- Pottangi, District-Koraput.",Construction of vented cause way submergigble on the road from RD road to Jhankarvalsa.,Construction of vented cause way submergigble on the road from RD road to Jhankarvalsa.,Please Refer Invitation for Bid (IFB) ,NA ,"42,12,556",Civil Works - Roads,NA ,Tender,90.0,180.0,Jhankarvalsa,764039.0,NA ,NA ,NA ,"O/o the Panchayat Samiti, Pottangi",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2304478,Krushna Chandra Rudhi,02-Nov-2023 09:22 PM,Rejected-AOC,L2 bidder during lottery process,18-Dec-2023 11:51 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,Percentage Bill of Quantities (BOQ),,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2304668,MANORANJAN SAHU,03-Nov-2023 09:59 AM,Rejected-AOC,REJECTED/NA,18-Dec-2023 11:51 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2303639,SUJIT KUMAR CHOUDHURY,02-Nov-2023 12:02 AM,Rejected-AOC,REJECTED/NA,18-Dec-2023 11:51 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2299769,SUNADHAR KHILLO,30-Oct-2023 06:32 PM,Accepted-AOC,Selected as L1 bidder during lottery process,18-Dec-2023 11:51 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
