Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"6,000",Nil,Nil,No,Block Development Officer,"At-Panchayat Samiti,Pottangi, Post/PS- Pottangi, District-Koraput.",DEMOLITION OF OLD NUPS BUILDING AND CONSTRUCTION OF NEW BUILDING AT TELRAI.,DEMOLITION OF OLD NUPS BUILDING AND CONSTRUCTION OF NEW BUILDING AT TELRAI.,Please Refer Invitation for Bid (IFB) ,NA ,"14,73,684",Civil Works - Roads,NA ,Tender,90.0,150.0,Telrai,764039.0,NA ,NA ,NA ,"O/o the Panchayat Samiti, Pottangi",No ,No,1,Fee/PreQual/Technical,.pdf,"Bid Document Cost,EMD,Contractors RC, PAN,GSTIN, IT and GST Return and other documents as per IFB.",19-Oct-2023 10:00 AM,04-Nov-2023 11:30 AM,19-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,19-Oct-2023 10:00 AM ,03-Nov-2023 05:00 PM ,19-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,06-Nov-2023 01:45 PM,1,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||POTTANGI Block,03/2023-24,2023_PBPOT_95766_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"14,800",Yes,fixed,,Nil,Nil,AOC,1.0,2303636.0,G Koteswar Rao,INR,"1,252,779",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||POTTANGI Block,2023_PBPOT_95766_5,03/2023-24,DEMOLITION OF OLD NUPS BUILDING AND CONSTRUCTION OF NEW BUILDING AT TELRAI.,BDO,Internal,BDO AEE JE SO GPEO,SUKANTA KUMAR PATNAIK,06-Nov-2023 01:43 PM,06-Nov-2023 01:45 PM,techsummary_468292.pdf (887.03 KB),BDO Pottangi,Internal,JE AEE SO GPEO,SUKANTA KUMAR PATNAIK,10-Nov-2023 10:16 PM,finsummary_468292.pdf (887.03 KB),07-Dec-2023,"INR 1,252,779",150.0,SUKANTA KUMAR PATNAIK,18-Dec-2023 10:57 AM,TENDER5AOC.pdf (21343.00 KB),Sri G Koteswar Rao C Class Contractor has been selected as Lowest-1 bidder for the tender work.,Technical,admitted,SUKANTA KUMAR PATNAIK,06-Nov-2023 01:39 PM,technical_468292.pdf,1,2301096,Balabhadra Khillo,30-Oct-2023 05:07 PM,Rejected-Finance,L2,10-Nov-2023 10:16 PM,Finance,GO TO LOTTERY,SUKANTA KUMAR PATNAIK,06-Nov-2023 03:20 PM,finance_468292.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Percentage Bill of Quantities (BOQ),,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2303636,G Koteswar Rao,02-Nov-2023 10:46 PM,Accepted-AOC,Selected as L1 bidder,18-Dec-2023 10:58 AM,,,,,,,AOC
