Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
30-Dec-2023,"INR 1,677,057.31",90.0,Ranjan Kumar Panda,30-Dec-2023 01:51 PM,281_106-1.pdf (274.00 KB),As per estimated rate,Municipal Bodies||Brahmapur Municipal Corporation,2023_ORULB_94705_106,BMC (BAM)/281/2023-24,"Construction of ORT colony Main Drain and ORT colony new Street Both Back side Drain with cover slab,w.no-24",1.0,2284919.0,Namita Kumari Sahu,INR,"1,727,369.03",1,2284949,D. Pandaba Patro,11-Oct-2023 12:41 PM,Rejected-Finance,Rejected,30-Dec-2023 01:47 PM,Finance,Admitted,Moningi Nageswara Subudhi,17-Oct-2023 11:20 AM,finance_463991.pdf,BOQ Comparative Chart,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Ranjan Kumar Panda,30-Dec-2023 01:47 PM,finsummary_463991.pdf (417.83 KB),Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Ranjan Kumar Panda,30-Dec-2023 01:42 PM,techsummary_463991.pdf (434.19 KB),AOC,"Construction of ORT colony Main Drain and ORT colony new Street Both Back side Drain with cover slab,w.no-24","Construction of ORT colony Main Drain and ORT colony new Street Both Back side Drain with cover slab,w.no-24",Please refer Tender documents ,NA ,"16,77,057",Civil Works - Others,NA ,Tender,120.0,90.0,"BERHAMPUR MUNICIPAL CORPORATION, BERHAMPUR",760002.0,NA ,NA ,NA ,"BERHAMPUR MUNICIPAL CORPORATION, BERHAMPUR",No ,No,"16,771",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, REGISTRTION ETC AS PER DTCN",1,ICICI BANK,COMMISSIONER,BERHAMPUR MUNICIPAL CORPORATION,"7,080",0.0,Nil,Nil,No,Municipal Bodies||Brahmapur Municipal Corporation,BMC (BAM)/281/2023-24,2023_ORULB_94705_106,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,27-Sep-2023 03:00 PM,13-Oct-2023 11:30 AM,27-Sep-2023 03:00 PM,12-Oct-2023 05:00 PM,27-Sep-2023 03:00 PM ,07-Oct-2023 02:00 PM ,27-Sep-2023 03:00 PM,12-Oct-2023 05:00 PM,AOC
,,,,,,,,,,,,,,,,2,2284919,Namita Kumari Sahu,11-Oct-2023 12:27 PM,Accepted-AOC,Accepted,30-Dec-2023 01:51 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
