EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"12,382",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,10/PSJ/2023-24,2023_PRJAT_95397_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",Nil,Nil,No,1,ICICI BANK,10-Oct-2023 11:00 AM,30-Oct-2023 10:00 AM,10-Oct-2023 11:00 AM,25-Oct-2023 05:00 PM,NA ,NA ,10-Oct-2023 11:00 AM,25-Oct-2023 05:00 PM,"Peripheral Development of Nageswar Temple, Jagannathpur, Jatni",As per BOQ,Please refer Tender documents. ,NA ,"12,38,206",Civil Works - Buildings,NA ,Tender,90.0,180.0,Jagannathpur Jatni,752050.0,NA ,NA ,NA ,PANCHAYAT SAMITI JATNI,No ,No,BDO JATNI,PANCHAYAT SAMITI JATNI,AOC,BDO,Internal,BDO AEE JE AO CP,Subhashree Panda,19-Dec-2023 05:29 PM,finsummary_466547.pdf (382.38 KB),Finance,comparative,Subhashree Panda,19-Dec-2023 12:10 PM,finance_466547.pdf,BOQ Comparative Chart,19-Dec-2023,"INR 1,238,204",180.0,Subhashree Panda,19-Dec-2023 05:33 PM,comparative.pdf (382.00 KB),AOC,1,2290751,ANIL KUMAR BISWAL,17-Oct-2023 06:55 PM,Accepted-AOC,L1,19-Dec-2023 05:33 PM,1.0,2290751.0,ANIL KUMAR BISWAL,INR,"1,238,204",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,2023_PRJAT_95397_1,10/PSJ/2023-24,"Peripheral Development of Nageswar Temple, Jagannathpur, Jatni",BDO,Internal,BDO AEE JE AO CP,Subhashree Panda,19-Dec-2023 05:14 PM,techsummary_466547.pdf (228.59 KB),AOC
,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2293219,TAPAN KUMAR NAYAK,21-Oct-2023 09:54 AM,Rejected-AOC,L2,19-Dec-2023 05:33 PM,,,,,,,,,,,,,,,,AOC
