Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division Sundergarh,2023_RWSS_90545_1,Bid Identification No. 04 of 2023.24,Construction of Solar Enegry based Mini Water Supply Scheme with 6m High galvanized tubular Steel Structure staging for mounting HDPE water storage Tank having Capacity 5000 Liters At Nahanabud and Kripsira Chhack under Hemgir Block,SEDAOAEEAE,Internal,SEDAOAEEAE,Bailochan Bhoi,27-Dec-2023 12:13 PM,finsummary_443589.pdf (617.63 KB),1.0,2185488.0,BIBHUTI BHUSAN NAIK,INR,"795,707.6",29-Dec-2023,"INR 795,707.6",120.0,Hemanta Kumar Barik,29-Dec-2023 08:19 PM,TCNID1.pdf (618.00 KB),Work order copy,SEDAOAEEAE,Internal,SEDAOAEEAE,Bailochan Bhoi,16-Sep-2023 12:59 PM,techsummary_443589.pdf (523.01 KB),1,2185432,ANIT KUMAR NAIK,24-Jul-2023 11:47 PM,Rejected-AOC,Lowest,29-Dec-2023 08:19 PM,Finance,Evaluation sheet,Bailochan Bhoi,16-Sep-2023 12:55 PM,finance_443589.pdf,BOQ Comparative Chart,AOC,"4,000",0.0,Nil,Nil,No,Construction of Solar Enegry based Mini Water Supply Scheme with 6m High galvanized tubular Steel Structure staging for mounting HDPE water storage Tank having Capacity 5000 Liters At Nahanabud and Kripsira Chhack under Hemgir Block,Construction of Solar Enegry based Mini Water Supply Scheme with 6m High galvanized tubular Steel Structure staging for mounting HDPE water storage Tank having Capacity 5000 Liters At Nahanabud and Kripsira Chhack under Hemgir Block,Please refer Tender documents. ,NA ,"9,36,576",Civil Works - Water Works,NA ,Tender,90.0,120.0,Sundargarh,770001.0,NA ,NA ,NA ,"O/o the SE, RWS and S Division , Sundargarh",No ,No,Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division Sundergarh,Bid Identification No. 04 of 2023.24,2023_RWSS_90545_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,366",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"SE, RWS and S Division , Sundargarh","O/o the SE, RWS and S Division , Sundargarh",14-Jul-2023 10:00 AM,26-Jul-2023 11:00 AM,14-Jul-2023 10:00 AM,25-Jul-2023 05:00 PM,14-Jul-2023 10:00 AM ,25-Jul-2023 05:00 PM ,14-Jul-2023 10:00 AM,25-Jul-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper cost, EMD, Licence, GST, PAN, Affidavit , Schedule-A , machinery etc.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2185488,BIBHUTI BHUSAN NAIK,25-Jul-2023 11:01 AM,Accepted-AOC,1st lowest,29-Dec-2023 08:19 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.pdf,Other documents as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2183573,DEELIP KUMAR SARANGI,23-Jul-2023 09:41 AM,Rejected-Technical,Minimum requirement of T and P invoice not submitted.,16-Sep-2023 12:59 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2185969,Kailash Kumar Agrawal,25-Jul-2023 04:16 PM,Rejected-AOC,Lowest,29-Dec-2023 08:19 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2184016,PRADEEP KUMAR SAHOO,24-Jul-2023 05:52 PM,Rejected-AOC,Lowest,29-Dec-2023 08:19 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2177785,SUNLIGHT INFRA ENERGY PVT LTD,25-Jul-2023 04:46 PM,Rejected-Technical,Proper Documents not submitted.,16-Sep-2023 12:59 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
