Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,ok,Manas Kumar Dandapat,04-Sep-2023 03:03 PM,finance_454401.pdf,BOQ Comparative Chart,11-Dec-2023,"INR 1,461,673",30.0,Samir Ranjan Dash,11-Dec-2023 01:21 PM,120.pdf (256.00 KB),OK,Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_120,BSPM-01-2023-24,Construction of paver road from Maa Bhairabi temple towards Saha pokhari ward 22,1,2224879,Ramesh Chandra Chanda,INR,"1,461,673",1,2224879,Ramesh Chandra Chanda,30-Aug-2023 01:45 PM,Accepted-AOC,OK,11-Dec-2023 01:22 PM,NIBEDITA BEHERA,Internal,"EO,ME,JE,ACCT",Samir Ranjan Dash,23-Nov-2023 01:31 PM,techsummary_454401.pdf (10278.84 KB),NIBEDITA BEHERA,Internal,,Samir Ranjan Dash,23-Nov-2023 01:46 PM,finsummary_454401.pdf (10278.84 KB),AOC,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,Construction of paver road from Maa Bhairabi temple towards Saha pokhari ward 22,Construction of paver road from Maa Bhairabi temple towards Saha pokhari ward 22,Please refer Tender documents. ,NA ,"11,20,038",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_120,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"11,200",Yes,fixed,,Nil,Nil,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,EO,Basudevpur Municipality,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,2,2224916,Ranjan Kumar Das,INR,"1,528,416",2,2224916,Ranjan Kumar Das,30-Aug-2023 01:58 PM,Accepted-AOC,OK,11-Dec-2023 01:22 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,AOC
