S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,"Managing Director, SERIFED","Office of the Managing Director, SERIFED, Saheed Nagar, Bhubaneswar-751007",Odisha Cooperative Tasar and Silk Federation LTD,VI-03(03)/SERIFED/2023-24/2010,2023_SERIF_96383_2,Yes,Open Tender,Item Rate,Works,1.0,No,No,Online,No,No,No,"4,720",Nil,Nil,No,04-Nov-2023 04:00 PM,14-Nov-2023 11:30 AM,04-Nov-2023 04:00 PM,13-Nov-2023 05:00 PM,NA ,NA ,04-Nov-2023 05:00 PM,13-Nov-2023 05:00 PM,"10,644",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GSTIN, AFFIDAVIT, PAN, GST AND IT RETURN",Construction of Office Cum Godown at Sri Durga Co-op. Textiles WCS Jaybada Chatra Dist-Jagatsinghpur,Construction of Office Cum Godown at Sri Durga Co-op. Textiles WCS Jaybada Chatra Dist-Jagatsinghpur,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,90.0,"Jaybada, Chhatra, Dist-Jagatsinghpur",754142.0,NA ,NA ,NA ,"SERIFED, Bhubaneswar",No ,No,AOC,1,2313388,JAYASHREE MOHAPATRA,13-Nov-2023 03:20 PM,Rejected-AOC,L3 3rd Lowest Rate Quoted,14-Dec-2023 03:57 PM,"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer SERIFED, Assistant Manager Accounts I/C, Junior Engineer SERIFED, Technical Assistant, Engg. Cell SERIFED",Laxman Behera,14-Dec-2023 03:52 PM,finsummary_470625.pdf (2212.44 KB),Finance,Three nos of bidders have participated successfully,Laxman Behera,14-Nov-2023 03:49 PM,,BOQ Comparative Chart,14-Dec-2023,"INR 958,071",90.0,Laxman Behera,14-Dec-2023 03:55 PM,AOCSRIDURGATEXTILES.pdf (903.00 KB),L1 1st Lowest Rate after 10 percentage price preference given to SC contractor,"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer SERIFED, Assistant Manager Accounts I/C, Junior Engineer SERIFED, Technical Assistant, Engg. Cell SERIFED",Laxman Behera,14-Dec-2023 03:42 PM,techsummary_470625.pdf (2212.45 KB),1.0,2312156.0,SANJAYA KUMAR SETHY,INR,"958,070.9",Odisha Cooperative Tasar and Silk Federation LTD,2023_SERIF_96383_2,VI-03(03)/SERIFED/2023-24/2010,Construction of Office Cum Godown at Sri Durga Co-op. Textiles WCS Jaybada Chatra Dist-Jagatsinghpur,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,All other documents as per DTCN and Tender Criterion,,,,,,,,,,,,,,,,,,,AOC,2,2312156,SANJAYA KUMAR SETHY,13-Nov-2023 12:14 PM,Accepted-AOC,L1 1st Lowest Rate after 10 percentage price preference given to SC contractor,14-Dec-2023 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,AOC,3,2313110,SASMITA PALATASINGH,13-Nov-2023 04:05 PM,Rejected-AOC,L2 2nd Lowest Rate Quoted,14-Dec-2023 03:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
