S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,ICICI BANK,Construction of Compound wall with other allied works in connection with the work Improvement of water supply to Dumerpada and Dengsargi area under WATCO Section Bareipali,Construction of Compound wall with other allied works in connection with the work Improvement of water supply to Dumerpada and Dengsargi area under WATCO Section Bareipali,Please refer Tender documents. ,NA ,"15,67,000",Civil Works - Water Works,NA ,Tender,120.0,60.0,Sambalpur,768001.0,NA ,NA ,NA ,Sambalpur,No ,No,08-Sep-2023 11:00 AM,21-Sep-2023 11:30 AM,08-Sep-2023 11:00 AM,18-Sep-2023 05:00 PM,08-Sep-2023 11:00 AM ,11-Sep-2023 05:00 PM ,08-Sep-2023 11:00 AM,18-Sep-2023 05:00 PM,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Sambalpur,GMWATCOSBP-04/2023-24 Dt.28.08.2023,2023_WTDSM_93884_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"General Manager, WATCO","Office of the General Manager, WATCO Division, Sambalpur","15,670",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, RC, GST, PAN, Experience, Check List Schedules other Documents as per DTCN","7,080",Nil,Nil,No,AOC,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Sambalpur,2023_WTDSM_93884_3,GMWATCOSBP-04/2023-24 Dt.28.08.2023,Construction of Compound wall with other allied works in connection with the work Improvement of water supply to Dumerpada and Dengsargi area under WATCO Section Bareipali,1.0,2259773.0,SOMNATH MISHRA,INR,"1,410,261",Er Bramheswar Das GM WATCO,Internal,Technical,Bramheswar Das,11-Dec-2023 01:35 PM,techsummary_458902.pdf (18.40 KB),Er Bramheswar Das GM WATCO,Internal,Financial,Bramheswar Das,11-Dec-2023 01:41 PM,finsummary_458902.pdf (18.42 KB),Finance,Bid opening Summary,Bramheswar Das,22-Sep-2023 06:18 PM,finance_458902.pdf,BOQ Comparative Chart,11-Dec-2023,"INR 1,410,261",60.0,Bramheswar Das,11-Dec-2023 01:45 PM,AOC.pdf (684.00 KB),AWARD OF CONTRACT,1,2259773,SOMNATH MISHRA,18-Sep-2023 04:59 PM,Accepted-AOC,OK,11-Dec-2023 01:46 PM,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2259346,SUREN KHADIA,18-Sep-2023 03:48 PM,Rejected-AOC,NOT OK,11-Dec-2023 01:46 PM,AOC
