Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Gulmaki Dalawzi,Internal,Details attached below,Deviprasad Mohanty,11-Dec-2023 04:48 PM,techsummary_461885.pdf (236.75 KB),11-Dec-2023,"INR 1,288,752",60.0,Deviprasad Mohanty,11-Dec-2023 04:54 PM,16.pdf (1519.00 KB),work order issued,1,2267505,Dayanidhi Mohapatra,23-Sep-2023 06:18 PM,Rejected-AOC,Quoted second lowest,11-Dec-2023 04:55 PM,Finance,ok,Pradip Kumar Saha,26-Sep-2023 01:28 PM,,BOQ Comparative Chart,1.0,2267489.0,SANJEET KUMAR SAMAL,INR,"1,288,752",Municipal Bodies||Bhadrak Municipality,2023_ORULB_94391_16,BM-BDK-02-2023-24,Construction of paver road from Banambar Das house towards Dhurba Charan Das house at Gopabandhu Nagar in Ward No.6,Gulmaki Dalawzi,Internal,Details attached below,Deviprasad Mohanty,11-Dec-2023 04:53 PM,finsummary_461885.pdf (236.75 KB),AOC,Construction of paver road from Banambar Das house towards Dhurba Charan Das house at Gopabandhu Nagar in Ward No.6,Construction of paver road from Banambar Das house towards Dhurba Charan Das house at Gopabandhu Nagar in Ward No.6,Please refer Tender documents. ,NA ,"12,27,500",Civil Works - Others,NA ,Tender,90.0,60.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,Municipal Council Bhadrak,No ,No,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,Municipal Bodies||Bhadrak Municipality,BM-BDK-02-2023-24,2023_ORULB_94391_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTCN",Executive Officer,"Executive Officer, Bhadrak Municipality","12,300",Yes,fixed,,Nil,Nil,16-Sep-2023 10:00 AM,26-Sep-2023 11:00 AM,16-Sep-2023 10:00 AM,25-Sep-2023 05:00 PM,NA ,NA ,16-Sep-2023 10:00 AM,25-Sep-2023 05:00 PM,AOC
,,,,,,,,,,,,,2,2267489,SANJEET KUMAR SAMAL,24-Sep-2023 11:20 AM,Accepted-AOC,Quoted first lowest,11-Dec-2023 04:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,AOC
