Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Superintending Engineer,"O/o the SE, Salandi Canal Division, Bhadrak","6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, Registration Certificate",26-May-2023 11:00 AM,12-Jun-2023 11:00 AM,26-May-2023 11:00 AM,09-Jun-2023 05:00 PM,26-May-2023 11:00 AM ,01-Jun-2023 05:00 PM ,26-May-2023 11:00 AM,09-Jun-2023 05:00 PM,1.0,ICICI BANK,(2) IMPROVEMENT TO KANDARAGADIA DIAN BANSADA EMBANKMENT WITH H.P.CULVERT(WORKING AT CHARIBRUTI AND ORALIBINDHA TO SOLEPUR),Drain improvement work,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,120.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o the SE, Salandi Canal Division, Bhadrak",No ,No,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,e-Procurement Notice No.1 / 2023-24,2023_SCDBH_89282_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"19,000",Yes,fixed,,Nil,Nil,AOC,"SE, Salandi Canal Division, Bhadrak",Internal,"Estimator and DAO Office of the SE, Salandi Canal Division, Bhadrak",PRASANTA KUMAR PATEL,06-Jul-2023 01:36 PM,finsummary_439032.pdf (267.03 KB),Finance,Tender documents of all the bidders have been downloaded successfully.,PRASANTA KUMAR PATEL,12-Jun-2023 07:11 PM,finance_439032.pdf,BOQ Comparative Chart,08-Dec-2023,"INR 1,537,720",120.0,PRASANTA KUMAR PATEL,08-Dec-2023 02:21 PM,01.pdf (377.00 KB),Work Awarded,1,2153605,ASHOK KUMAR DWIVEDI,07-Jun-2023 04:28 PM,Rejected-Finance,Did not won the lottery,06-Jul-2023 01:36 PM,1.0,2152401.0,Biswanath Barik,INR,"1,537,720",CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,2023_SCDBH_89282_2,e-Procurement Notice No.1 / 2023-24,(2) IMPROVEMENT TO KANDARAGADIA DIAN BANSADA EMBANKMENT WITH H.P.CULVERT(WORKING AT CHARIBRUTI AND ORALIBINDHA TO SOLEPUR),"Superintending Engineer, Salandi Canal Division",Internal,"Estimator and DAO, Salandi Canal Division",PRASANTA KUMAR PATEL,05-Jul-2023 06:22 PM,techsummary_439032.pdf (209.30 KB),AOC
,,,,,,,,.pdf,"Affidavit, No Relation Certificate, undertakings, any other document as per SBD/DTCN",,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2156300,BICHITRANANDA JENA,07-Jun-2023 10:46 AM,Rejected-Finance,Did not won the lottery,06-Jul-2023 01:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2157640,BISHNU CHARAN MOHAPATRA,08-Jun-2023 03:42 PM,Rejected-Finance,Did not won the lottery,06-Jul-2023 01:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2152401,Biswanath Barik,04-Jun-2023 07:18 AM,Accepted-AOC,Won the lottery,08-Dec-2023 02:21 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2153182,DIBYARANJAN ROUT,03-Jun-2023 12:26 PM,Rejected-Finance,Did not won the lottery,06-Jul-2023 01:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2158013,PRIYADARSHI JENA,09-Jun-2023 10:50 AM,Rejected-Finance,Did not won the lottery,06-Jul-2023 01:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2157711,RASHMIPRAVA NAYAK,09-Jun-2023 10:32 AM,Rejected-Finance,Did not won the lottery,06-Jul-2023 01:36 PM,,,,,,,,,,,,,,,,AOC
