Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,ok,Manas Kumar Dandapat,04-Sep-2023 03:07 PM,finance_454404.pdf,BOQ Comparative Chart,11-Dec-2023,"INR 1,208,712",30.0,Samir Ranjan Dash,11-Dec-2023 12:52 PM,121.pdf (256.00 KB),OK,1,2226137,Ramakanta Jena,31-Aug-2023 09:07 AM,Accepted-AOC,OK,11-Dec-2023 12:53 PM,1,2224920,SARADA PRASANNA MOHANTY,INR,"1,208,712",Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_121,BSPM-01-2023-24,Construction of paver road from Chandan road towards Nua pokhari ward 22,NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,07-Nov-2023 02:17 PM,techsummary_454404.pdf (10275.71 KB),NIBEDITA BEHERA,Internal,"EO,ME,JE",Samir Ranjan Dash,11-Dec-2023 12:48 PM,finsummary_454404.pdf (10278.84 KB),AOC,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_121,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,EO,Basudevpur Municipality,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"10,142",Yes,fixed,,Nil,Nil,1,ICICI BANK,Construction of paver road from Chandan road towards Nua pokhari ward 22,Construction of paver road from Chandan road towards Nua pokhari ward 22,Please refer Tender documents. ,NA ,"10,14,190",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,AOC
,,,,,,,,,,,,,2,2224920,SARADA PRASANNA MOHANTY,30-Aug-2023 02:00 PM,Accepted-AOC,OK,11-Dec-2023 12:53 PM,2,2226137,Ramakanta Jena,INR,"1,269,148",,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
