Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Collector, Sundargarh",Internal,"AEE, ITDA, Sundargarh, SE, MI Division, Sundargarh, PA, ITDA, Sundargarh",SHARAT KUMAR MAJHI,05-Oct-2023 10:36 PM,06-Oct-2023 03:00 PM,techsummary_454108.pdf (667.65 KB),Finance,Bid opened,SHARAT KUMAR MAJHI,07-Oct-2023 05:43 PM,finance_454108.pdf,BOQ Comparative Chart,15-Nov-2023,"INR 18,616,886.47",334.0,SHARAT KUMAR MAJHI,25-Dec-2023 07:09 PM,GIRLSRGPUR.pdf (546.00 KB),AOC,1,2237890,AMIT KUMAR ROUT,05-Sep-2023 06:23 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,1.0,2227009.0,SUBHADRARANI BISWAL,INR,"18,616,886.47",ST and SC Development Deptt||ITDA Sundergarh,2023_STSCD_92953_18,ITDASNG-01/2023-2024,Construction of 100 seated composite Urban Modern Hostel (Girls) at Rajgangpur in Rajgangpur Block,Technical,Technical bid opened,SHARAT KUMAR MAJHI,11-Sep-2023 02:03 PM,technical_454108.pdf,"Collector, Sundargarh",Internal,"AEE, ITDA, Sundargarh, SE, MI Division, Sundargarh, PA, ITDA, Sundargarh",SHARAT KUMAR MAJHI,18-Oct-2023 08:42 PM,finsummary_454108.pdf (414.17 KB),AOC,25-Aug-2023 11:00 AM,08-Sep-2023 11:00 AM,25-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 11:00 AM,07-Sep-2023 05:00 PM,06-Oct-2023 03:00 PM,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-01/2023-2024,2023_STSCD_92953_18,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"License, PAN Card, GSTIIN and other documents as per DTCN","Project Administrator, ITDA, Sundargarh","ITDA, SUNDARGARH",Construction of 100 seated composite Urban Modern Hostel (Girls) at Rajgangpur in Rajgangpur Block,Construction of 100 seated composite Urban Modern Hostel (Girls) at Rajgangpur in Rajgangpur Block,Please refer Tender documents. ,NA ,"2,18,99,643",Civil Works - Buildings,NA ,Tender,90.0,334.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, Sundargarh",No ,No,"2,18,996",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,2,2240338,ASHISH KUMAR SAMAL,06-Sep-2023 07:06 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2242040,BIKRAM BAG,07-Sep-2023 12:36 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2243378,DEEPAK KUMAR MISHRA,07-Sep-2023 04:28 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2234414,HIMANCHAL CHOUDHURY,04-Sep-2023 02:32 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2232623,JAY PRAKASH SAHOO,03-Sep-2023 12:37 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2237105,KAILASH CHANDRA SAMAL,05-Sep-2023 01:59 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2235755,MAYANK PUROHIT,04-Sep-2023 10:39 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2241540,PRABIR KUMAR SAMAL,07-Sep-2023 10:53 AM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2232481,RAJKISHOR MAHANANDIA,03-Sep-2023 12:03 PM,Rejected-AOC,UNQUALIFIED,25-Dec-2023 07:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
